Продукт,Калорийность,Белки,Жиры,Углеводы
Соус Кисло-Сладкий Чили [Ростик'c - KFC],160 кКал,"0,2 г","0,2 г",39 г
"Соус Майонезный ""Цезарь"" [Ростик'c - KFC]",236 кКал,"1,2 г","23,6 г","4,6 г"
Соус Сырный Особый [Ростик'c - KFC],300 кКал,1 г,29 г,"8,5 г"
Соус Терияки [Ростик'c - KFC],170 кКал,"2,5 г",0 г,39 г
"Соус Фруктовый ""Клюквенный"" [Ростик'c - KFC]",148 кКал,"0,1 г",0 г,"36,4 г"
Соус Цезарь [Ростик'c - KFC],236 кКал,"1,3 г",24 г,"3,9 г"
Соус Чесночный [Ростик'c - KFC],340 кКал,"0,5 г",33 г,"8,5 г"
Стар Баскет [Ростик'c - KFC],810 кКал,"55,5 г","46,8 г","41,4 г"
Стрипсы Оригинальные (3) [Ростик'c - KFC],194 кКал,"20,4 г","7,2 г","11,9 г"
Стрипсы Оригинальные (3) [Ростик'c - KFC],194 кКал,"20,4 г","7,2 г","11,9 г"
Стрипсы Оригинальные [Ростик'c - KFC],219 кКал,"21,1 г",10 г,"11,3 г"
Стрипсы Острые [Ростик'c - KFC],240 кКал,"23,1 г","12,8 г","8,1 г"
Стрипсы с Соусом Терияки [Ростик'c - KFC],215 кКал,"15,3 г","8,4 г","19,6 г"
Сырники [Ростик'c - KFC],258 кКал,"13,7 г","11,3 г","25,5 г"
Сырные Подушечки (5) [Ростик'c - KFC],383 кКал,8 г,"25,8 г","29,7 г"
Сырный Соус [Ростик'c - KFC],300 кКал,1 г,29 г,"8,5 г"
Такос Сальса [Ростик'c - KFC],261 кКал,15 г,"12,1 г",23 г
Такос Сырный [Ростик'c - KFC],318 кКал,"15,9 г","18,8 г","21,4 г"
Тауэр Русс [Ростик'c - KFC],554 кКал,"22,1 г","35,8 г","35,7 г"
Твистер Барбекю [Ростик'c - KFC],402 кКал,"18,7 г","16,5 г",45 г
Твистер Веджи [Ростик'c - KFC],269 кКал,"4,6 г",18 г,"22,2 г"
Твистер Де Люкс Оригинальный [Ростик'c - KFC],244 кКал,"12,4 г","9,7 г","26,8 г"
Твистер Де Люкс Оригинальный [Ростик'c - KFC],503 кКал,"25,6 г",21 г,"53,2 г"
Твистер Де Люкс Острый [Ростик'c - KFC],252 кКал,"12,9 г","10,7 г","26,1 г"
Твистер Джуниор [Ростик'c - KFC],237 кКал,"12,5 г","10,7 г","22,6 г"
Твистер Жульен [Ростик'c - KFC],264 кКал,"11,1 г","13,9 г","23,6 г"
Твистер из Тостера Веджи [Ростик'c - KFC],509 кКал,"9,2 г",34 г,"41,1 г"
ТВИСТЕР ИЗ ТОСТЕРА оригинальный (порция 192 гр) [Ростик'c - KFC],"449,3 кКал","19,4 г",19 г,"49,7 г"
Твистер из Тостера Оригинальный [Ростик'c - KFC],423 кКал,"20,2 г","18,4 г","44,3 г"
ТВИСТЕР ИЗ ТОСТЕРА острый (порция 192 гр) [Ростик'c - KFC],"424,3 кКал","18,2 г","16,3 г","50,9 г"
Твистер из Тостера Острый [Ростик'c - KFC],207 кКал,"9,4 г","8,5 г","23,1 г"
Твистер Кентукки BBQ [Ростик'c - KFC],248 кКал,"11,7 г",11 г,"25,5 г"
Твистер Летний [Ростик'c - KFC],242 кКал,"10,7 г","12,2 г","22,2 г"
Твистер Оригинальный [Ростик'c - KFC],401 кКал,"22,1 г","15,9 г","42,3 г"
Твистер Острый [Ростик'c - KFC],434 кКал,"24,2 г","16,2 г",48 г
Твистер Пепперони [Ростик'c - KFC],447 кКал,20 г,"19,1 г","48,7 г"
Твистер по-Американски [Ростик'c - KFC],426 кКал,19 г,"19,1 г","44,7 г"
Твистер Русс [Ростик'c - KFC],429 кКал,"20,1 г","19,7 г","43,1 г"
Твистер Сальса [Ростик'c - KFC],240 кКал,"11,4 г","10,9 г","24,1 г"
Твистер Терияки [Ростик'c - KFC],439 кКал,"18,9 г","16,2 г","54,8 г"
Твистер Утренний [Ростик'c - KFC],212 кКал,"10,6 г","10,4 г","18,8 г"
Твистер Чиз [Ростик'c - KFC],480 кКал,"21,4 г","22,9 г","46,8 г"
Твистер Чизз-Бекон [Ростик'c - KFC],485 кКал,"23,2 г","23,4 г","45,4 г"
Тёмный Боксмастер [Ростик'c - KFC],253 кКал,"9,2 г","14,1 г","22,3 г"
Тёмный Бургер [Ростик'c - KFC],628 кКал,"32,7 г","31,9 г","52,3 г"
Тёмный Твистер [Ростик'c - KFC],261 кКал,"11,2 г","13,5 г","23,7 г"
Тирамису [Ростик'c - KFC],354 кКал,"3,7 г","22,2 г","35,5 г"
Тост с Сыром [Ростик'c - KFC],288 кКал,"11,1 г",12 г,"34,1 г"
Тропический Десерт [Ростик'c - KFC],362 кКал,"3,6 г","17,2 г","48,3 г"
Фрешер [Ростик'c - KFC],331 кКал,"16,8 г","12,2 г","38,5 г"
Фрешер Летний [Ростик'c - KFC],231 кКал,"10,4 г","10,2 г","24,3 г"
"ХЕЙНЕКЕН 0,5л (порция 500 гр) [Ростик'c - KFC]",230 кКал,0 г,0 г,"14,5 г"
Хот-Дог [Ростик'c - KFC],265 кКал,"13,1 г","12,1 г",26 г
Цезарь Лайт [Ростик'c - KFC],139 кКал,"11,1 г","6,3 г","9,5 г"
Черри Берри [Ростик'c - KFC],188 кКал,0 г,0 г,"47,2 г"
Чизбургер [Ростик'c - KFC],228 кКал,"12,4 г","8,9 г","24,7 г"
Чизбургер Де Люкс [Ростик'c - KFC],205 кКал,"13,9 г","6,9 г","21,8 г"
Чизбургер Жульен [Ростик'c - KFC],242 кКал,11 г,"10,5 г","25,9 г"
Чизбургер Кентукки BBQ [Ростик'c - KFC],217 кКал,11 г,"6,1 г","29,5 г"
Чизбургер с Луком [Ростик'c - KFC],362 кКал,"23,1 г","12,8 г","38,6 г"
Чизкейк New-York Карамель [Ростик'c - KFC],289 кКал,"6,4 г","16,1 г","29,6 г"
Чизкейк с Изюмом [Ростик'c - KFC],284 кКал,"7,7 г","13,4 г","32,7 г"
Чизкейк с Клубничным Топпингом [Ростик'c - KFC],304 кКал,"7,8 г","13,5 г","38,1 г"
Чизкейк с Шоколадным Топпингом [Ростик'c - KFC],308 кКал,"7,9 г","13,6 г","38,6 г"
Чикен Пепперони [Ростик'c - KFC],366 кКал,"17,4 г","16,1 г","37,9 г"
Чикен Попкорн [Ростик'c - KFC],259 кКал,"22,3 г","11,8 г","15,9 г"
Чикен Чизбургер [Ростик'c - KFC],357 кКал,"17,1 г","14,5 г","39,6 г"
Шеф Лимонад [Ростик'c - KFC],87 кКал,0 г,0 г,"20,7 г"
Шеф Такос [Ростик'c - KFC],263 кКал,"15,3 г","14,7 г","17,4 г"
Шефбургер [Ростик'c - KFC],410 кКал,"24,2 г","19,5 г","34,3 г"
Шефбургер Де Люкс [Ростик'c - KFC],492 кКал,"27,7 г","26,7 г","35,3 г"
Шефбургер Джуниор [Ростик'c - KFC],231 кКал,"12,3 г","10,5 г","21,9 г"
Шефбургер Джуниор Острый [Ростик'c - KFC],250 кКал,"13,6 г",10 г,"26,5 г"
Шефбургер Острый [Ростик'c - KFC],222 кКал,"14,3 г","9,1 г","20,9 г"
Шоколадный Пирожок Клубника - Крем-Чиз [Ростик'c - KFC],271 кКал,"3,4 г","15,7 г","29,1 г"
Шоколадный Топпинг [Ростик'c - KFC],39 кКал,"0,2 г","0,2 г","9,1 г"
Шоколадный Фондан [Ростик'c - KFC],470 кКал,"5,5 г",32 г,39 г
Шоколадный Фондан с Мороженым [Ростик'c - KFC],334 кКал,"4,5 г","20,6 г","32,5 г"
Яблочная Тарталетка [Ростик'c - KFC],231 кКал,"12,3 г","10,5 г","21,9 г"
Яблочный Десерт [Ростик'c - KFC],207 кКал,"2,3 г","5,6 г","36,9 г"
Яблочный Десерт с Мороженым [Ростик'c - KFC],178 кКал,"2,7 г","4,7 г","31,1 г"
Ягодный Пунш [Ростик'c - KFC],22 кКал,"0,1 г","0,1 г","5,2 г"
Яичница с Байтсами [Ростик'c - KFC],223 кКал,"17,8 г","14,5 г","5,3 г"
