Продукт,Калорийность,Белки,Жиры,Углеводы
"Кукуруза сахарная белая, замороженная, в початках, вареная, с солью",94 кКал,"3,11 г","0,74 г","19,53 г"
"Кукуруза сахарная белая, замороженная, свежие срезанные зерна",88 кКал,"3,02 г","0,77 г","17,83 г"
"Кукуруза сахарная белая, замороженная, свежие срезанные зерна, вареная, без соли",80 кКал,"2,75 г","0,43 г","17,16 г"
"Кукуруза сахарная белая, замороженная, свежие срезанные зерна, вареная, с солью",80 кКал,"2,75 г","0,43 г","17,16 г"
"Кукуруза сахарная белая, консервированная в вакуумной упаковке, без соли",79 кКал,"2,41 г","0,5 г","17,44 г"
"Кукуруза сахарная белая, консервированная цельными зернами",64 кКал,"1,95 г","0,5 г","13,71 г"
"Кукуруза сахарная белая, консервированная цельными зернами, без соли",64 кКал,"1,95 г","0,5 г","14,71 г"
"Кукуруза сахарная белая, консервированная цельными зернами, содержимое без жидкости",67 кКал,"2,29 г","1,22 г","12,34 г"
"Кукуруза сахарная белая, консервированная, в вакуумной упаковке",79 кКал,"2,41 г","0,5 г","17,44 г"
"Кукуруза сахарная белая, консервированная, раздавленные зерна",74 кКал,"1,74 г","0,42 г","17,42 г"
"Кукуруза сахарная белая, консервированная, раздавленные зерна, без соли",72 кКал,"1,74 г","0,42 г","16,93 г"
"Кукуруза сахарная белая, свежая",86 кКал,"3,22 г","1,18 г","16,32 г"
"Кукуруза сахарная желтая, в початках, замороженная, вареная, без соли",94 кКал,"3,11 г","0,74 г","19,53 г"
"Кукуруза сахарная желтая, в початках, замороженная, вареная, с солью",94 кКал,"3,11 г","0,74 г","19,53 г"
"Кукуруза сахарная желтая, в початках, замороженная, неприготовленная",98 кКал,"3,28 г","0,78 г","20,7 г"
"Кукуруза сахарная желтая, вареная, без соли",96 кКал,"3,41 г","1,5 г","18,58 г"
"Кукуруза сахарная желтая, вареная, с солью",96 кКал,"3,41 г","1,5 г","18,58 г"
"Кукуруза сахарная желтая, замороженная, свежие срезанные зерна, вареная, с солью",79 кКал,"2,55 г","0,67 г","16,31 г"
"Кукуруза сахарная желтая, замороженная, свежие срезанные зерна, вареные, без соли",81 кКал,"2,55 г","0,67 г","16,9 г"
"Кукуруза сахарная желтая, замороженная, свежие срезанные зерна, неприготовленные",88 кКал,"3,02 г","0,78 г","18,61 г"
"Кукуруза сахарная желтая, консервированная в вакуумной упаковке",79 кКал,"2,41 г","0,5 г","17,44 г"
"Кукуруза сахарная желтая, консервированная в вакуумной упаковке, без соли",79 кКал,"2,41 г","0,5 г","17,44 г"
"Кукуруза сахарная желтая, консервированная цельными зернами, содержимое без жидкости",67 кКал,"2,29 г","1,22 г","12,34 г"
"Кукуруза сахарная желтая, консервированная, без соли",61 кКал,"1,95 г","0,77 г","12,16 г"
"Кукуруза сахарная желтая, консервированная, раздавленные зерна",72 кКал,"1,74 г","0,42 г","16,93 г"
"Кукуруза сахарная желтая, консервированная, раздавленные зерна, без соли",72 кКал,"1,74 г","0,42 г","16,93 г"
"Кукуруза сахарная желтая, консервированная, содержимое с жидкостью",61 кКал,"1,95 г","0,77 г","12,16 г"
"Кукуруза сахарная желтая, свежая",86 кКал,"3,27 г","1,35 г","16,7 г"
"Лаконос, вареный, без соли",20 кКал,"2,3 г","0,4 г","1,6 г"
"Лаконос, вареный, с солью",20 кКал,"2,3 г","0,4 г","1,6 г"
"Лаконос, сырой",23 кКал,"2,6 г","0,4 г",2 г
Лебеда (марь белая),43 кКал,"4,2 г","0,8 г","3,3 г"
"Лебеда (марь белая), вареная, без соли",32 кКал,"3,2 г","0,7 г","2,9 г"
"Лебеда (марь белая), вареная, с солью",32 кКал,"3,2 г","0,7 г","2,9 г"
"Лебеда (марь), приготовленная на пару (индейцы северных великих равнин)",48 кКал,"4,06 г","0,16 г","2,27 г"
Листовая капуста (коллард),32 кКал,"3,02 г","0,61 г","1,42 г"
"Листовая капуста (коллард), вареная, без соли",33 кКал,"2,71 г","0,72 г","1,65 г"
"Листовая капуста (коллард), вареный, с солью",33 кКал,"2,71 г","0,72 г","1,65 г"
"Листовая капуста (коллард), замороженная, вареная, без соли",36 кКал,"2,97 г","0,41 г","4,3 г"
"Листовая капуста (коллард), замороженная, неприготовленная",33 кКал,"2,69 г","0,37 г","2,86 г"
"Листовая капуста (коллард), замороженный, вареный, с солью",36 кКал,"2,97 г","0,41 г","4,3 г"
Листья одуванчика,45 кКал,"2,7 г","0,7 г","5,7 г"
"Листья одуванчика, вареные, без соли",33 кКал,2 г,"0,6 г","3,5 г"
"Листья одуванчика, вареные, с солью",33 кКал,2 г,"0,6 г","3,5 г"
"Листья цикория, сырые",23 кКал,"1,7 г","0,3 г","0,7 г"
Лук батун,34 кКал,"1,9 г","0,4 г","4,1 г"
Лук жареный по 2-56,251 кКал,"4,5 г","13,5 г","27,4 г"
"Лук желтый, пассерованный",123 кКал,"0,95 г","10,8 г","6,16 г"
Лук зеленый (перо),20 кКал,"1,3 г","0,1 г","3,2 г"
Лук зелёный из семян (включая зелень и молодые луковицы),32 кКал,"1,83 г","0,19 г","4,74 г"
"Лук зелёный, зелень (перо) репчатого лука",27 кКал,"0,97 г","0,47 г","3,94 г"
Лук маринованный по 2-56,79 кКал,"1,2 г","4,7 г","7,6 г"
Лук порей,36 кКал,2 г,"0,2 г","6,3 г"
Лук порей (луковица и нижняя часть зелени),61 кКал,"1,5 г","0,3 г","12,35 г"
"Лук порей (луковица и нижняя часть зелени), вареный, без соли",31 кКал,"0,81 г","0,2 г","6,62 г"
"Лук порей (луковицы и нижняя часть зелени), вареный, с солью",31 кКал,"0,81 г","0,2 г","6,62 г"
"Лук порей (луковицы и нижняя часть зелени), сублимированный (сушеный)",321 кКал,"15,2 г","2,1 г","64,25 г"
Лук репчатый,41 кКал,"1,4 г","0,2 г","8,2 г"
"Лук репчатый, вареный, без соли",44 кКал,"1,36 г","0,19 г","8,75 г"
"Лук репчатый, вареный, с солью",42 кКал,"1,36 г","0,19 г","8,16 г"
"Лук репчатый, замороженный целиком, вареный, без соли",28 кКал,"0,71 г","0,05 г","5,3 г"
"Лук репчатый, замороженный целиком, вареный, с солью",26 кКал,"0,71 г","0,05 г","4,71 г"
"Лук репчатый, замороженный целиком, неприготовленный",35 кКал,"0,89 г","0,06 г","6,75 г"
"Лук репчатый, замороженный, порезанный, вареный, с солью",26 кКал,"0,77 г","0,1 г","4,3 г"
"Лук репчатый, консервированный",19 кКал,"0,85 г","0,09 г","2,82 г"
"Лук репчатый, порезанный, замороженный, вареный, без соли",28 кКал,"0,77 г","0,1 г","4,79 г"
"Лук репчатый, порезанный, замороженный, неприготовленный",29 кКал,"0,79 г","0,1 г","5,02 г"
"Лук репчатый, сушеный",208 кКал,"8,4 г","2,8 г","42,6 г"
"Лук репчатый, сушеный (дегидрированный), хлопья",349 кКал,"8,95 г","0,46 г","74,08 г"
"Лук репчатый, сырой",40 кКал,"1,1 г","0,1 г","7,64 г"
"Лук сладкий, сырой",32 кКал,"0,8 г","0,08 г","6,65 г"
"Лук-резанец (скорода, шнитт-лук)",30 кКал,"3,27 г","0,73 г","1,85 г"
"Лук-резанец (скорода, шнитт-лук), сублимированный (сушеный)",311 кКал,"21,2 г","3,5 г","38,09 г"
"Лук-шалот, сырой",72 кКал,"2,5 г","0,1 г","13,6 г"
"Луковые кольца, обжаренные в панировке, замороженные, приготовленные в духовке",276 кКал,"4,14 г","14,3 г","31,59 г"
"Луковые кольца, обжаренный в панировке, замороженный, неприготовленный",258 кКал,"3,15 г","14,1 г","28,73 г"
Люффа  (мочалочная тыква),20 кКал,"1,2 г","0,2 г","3,25 г"
"Люффа  (мочалочная тыква), вареная, без соли",56 кКал,"0,66 г","0,34 г","11,44 г"
"Люффа  (мочалочная тыква), вареная, с солью",54 кКал,"0,66 г","0,34 г","10,85 г"
"Малабарский шпинат (базелла), сырой",19 кКал,"1,8 г","0,3 г","3,4 г"
"Маланга (ксантосома), сырая",98 кКал,"1,46 г","0,4 г","22,13 г"
Мангольд,19 кКал,"1,8 г","0,2 г","2,14 г"
"Мангольд, вареный, без соли",20 кКал,"1,88 г","0,08 г","2,03 г"
"Мангольд, вареный, с солью",20 кКал,"1,88 г","0,08 г","2,03 г"
"Маниок, сырой",160 кКал,"1,36 г","0,28 г","36,26 г"
"Маранта, сырая",65 кКал,"4,24 г","0,2 г","12,09 г"
"Маслины черные (оливки созревшие) крупные, консервированные",81 кКал,"0,97 г","6,87 г","3,11 г"
"Маслины черные (оливки созревшие) мелкие и средние, консервированные",116 кКал,"0,84 г","10,9 г","4,44 г"
"Моринга масличная, листья, вареные, без соли",60 кКал,"5,27 г","0,93 г","9,15 г"
"Моринга масличная, листья, вареные, с солью",60 кКал,"5,27 г","0,93 г","9,15 г"
"Моринга масличная, листья, сырые",64 кКал,"9,4 г","1,4 г","6,28 г"
"Моринга масличная, стручки, вареные, без соли",36 кКал,"2,09 г","0,19 г","3,98 г"
"Моринга масличная, стручки, вареные, с солью",36 кКал,"2,09 г","0,19 г","3,98 г"
"Моринга масличная, стручки, сырые",37 кКал,"2,1 г","0,2 г","5,33 г"
Морковная запеканка по 1-250,128 кКал,"2,7 г",5 г,"17,8 г"
Морковное пюре по 1-212,90 кКал,"1,9 г","5,6 г","8,1 г"
Морковные котлеты по 1-234,152 кКал,"3,4 г","6,7 г","19,2 г"
Морковный пуддинг по 1-250,106 кКал,3 г,"4,1 г",14 г
Морковь,35 кКал,"1,3 г","0,1 г","6,9 г"
Морковь,41 кКал,"0,93 г","0,24 г","6,78 г"
Морковь желтая,30 кКал,"1,3 г","0,1 г","6,2 г"
Морковь квашеная,26 кКал,"1,3 г","0,1 г","4,5 г"
Морковь молодая,35 кКал,"0,64 г","0,13 г","5,34 г"
Морковь отварная по 2-40,33 кКал,"1,3 г","0,1 г","6,4 г"
Морковь припущенная по 1-214,52 кКал,"1,4 г","1,6 г","7,7 г"
Морковь сушеная,226 кКал,"7,8 г","0,6 г","49,2 г"
Морковь сушеная (дегидрированная),341 кКал,"8,1 г","1,49 г","55,97 г"
Морковь тушеная с рисом по 1-224,122 кКал,"1,8 г",5 г,"17,2 г"
"Морковь, вареная, без соли",35 кКал,"0,76 г","0,18 г","5,22 г"
"Морковь, вареная, с солью",35 кКал,"0,76 г","0,18 г","5,22 г"
"Морковь, замороженная",36 кКал,"0,78 г","0,46 г","4,6 г"
"Морковь, замороженная, вареная, без соли",37 кКал,"0,58 г","0,68 г","4,43 г"
"Морковь, замороженная, вареная, с солью",37 кКал,"0,58 г","0,68 г","4,43 г"
"Морковь, консервированная",23 кКал,"0,58 г","0,14 г","3,57 г"
"Морковь, консервированная, без добавления соли",23 кКал,"0,59 г","0,14 г","3,56 г"
"Морковь, консервированная, сухой продукт без маринада",25 кКал,"0,64 г","0,19 г","4,04 г"
"Морковь, консервированная, сушеная, без добавления соли, сухой продукт без маринада",25 кКал,"0,64 г","0,19 г","4,04 г"
"Начнка для тыквенного пирога, консервированная, сладкая",104 кКал,"1,09 г","0,13 г","18,09 г"
"Новозеландский шпинат, вареный, без соли",12 кКал,"1,3 г","0,17 г","0,73 г"
"Новозеландский шпинат, вареный, с солью",12 кКал,"1,3 г","0,17 г","0,73 г"
"Новозеландский шпинат, сырой",14 кКал,"1,5 г","0,2 г",1 г
"Нопал (мексиканский кактус), стебели, сырые",16 кКал,"1,32 г","0,09 г","1,13 г"
"Нопал (мексиканский кактус), стебели, сырые",15 кКал,"1,35 г","0,05 г","1,28 г"
"Овощи маринованные, сладкие",130 кКал,"0,37 г","0,47 г","33,96 г"
"Овощи маринованные, соус для гамбургеров",129 кКал,"0,63 г","0,54 г","31,28 г"
"Овощи маринованные, соус для хот догов",91 кКал,"1,5 г","0,46 г","21,85 г"
Огурец без кожуры,10 кКал,"0,59 г","0,16 г","1,46 г"
Огурец грунтовый,14 кКал,"0,8 г","0,1 г","2,5 г"
Огурец парниковый,11 кКал,"0,7 г","0,1 г","1,9 г"
Огурец с кожурой,15 кКал,"0,65 г","0,11 г","3,13 г"
Огурец соленый,13 кКал,"0,8 г","0,1 г","1,7 г"
Огуречная трава,21 кКал,"1,8 г","0,7 г","3,06 г"
"Огуречная трава вареная, без соли",25 кКал,"2,09 г","0,81 г","3,55 г"
"Огуречная трава вареная, с солью",25 кКал,"2,09 г","0,81 г","3,55 г"
Огурцы квашенные,11 кКал,"0,33 г","0,2 г","1,06 г"
"Огурцы квашенные, с пониженым содержанием соли",11 кКал,"0,33 г","0,2 г","1,06 г"
"Огурцы маринованные в укропом, с пониженым содержанием соли",12 кКал,"0,5 г","0,3 г","1,41 г"
Огурцы маринованные с укропом,12 кКал,"0,5 г","0,3 г","1,41 г"
"Огурцы маринованные, сладкие",91 кКал,"0,58 г","0,41 г","20,15 г"
"Огурцы маринованные, сладкие, с пониженым содержанием соли",122 кКал,"0,37 г","0,26 г","32,63 г"
"Окра, вареная, без соли",22 кКал,"1,87 г","0,21 г","2,01 г"
"Окра, вареная, с солью",22 кКал,"1,87 г","0,21 г","2,01 г"
"Окра, замороженная, вареная, без соли",29 кКал,"1,63 г","0,24 г","4,31 г"
"Окра, замороженная, вареная, с солью",29 кКал,"1,63 г","0,24 г","4,31 г"
"Окра, замороженная, неприготовленная",30 кКал,"1,69 г","0,25 г","4,43 г"
"Окра, сырая",33 кКал,"1,93 г","0,19 г","4,25 г"
Оливки (маслины чёрные). Консервы,175 кКал,"1,8 г","16,3 г","5,2 г"
"Оливки (мякоть, сырые)",296 кКал,"1,6 г","23,9 г",19 г
"Оливки зеленые, маринованные, консервированные",145 кКал,"1,03 г","15,32 г","0,54 г"
"Опунция (кактус), жареный (индейцы северных великих равнин)",91 кКал,"0,39 г","0,31 г","21,57 г"
"Опунция (кактус), сырые (индейцы северных великих равнин)",42 кКал,"0,12 г","0,11 г","4,87 г"
"Орех водяной (матаи), сырой",97 кКал,"1,4 г","0,1 г","20,94 г"
"Орех водяной, консервированный",50 кКал,"0,88 г","0,06 г","9,8 г"
"Папоротник древовидный приготовленный, с солью",40 кКал,"0,29 г","0,07 г","7,08 г"
"Папоротник древовидный, приготовленный, без соли",40 кКал,"0,29 г","0,07 г","7,28 г"
"Папоротник, молодые побеги",34 кКал,"4,55 г","0,4 г","5,54 г"
"Папоротник, молодые побеги, замороженный",34 кКал,"4,31 г","0,35 г","5,74 г"
Пастернак (корень),47 кКал,"1,4 г","0,5 г","9,2 г"
"Пастернак, вареный, без соли",71 кКал,"1,32 г","0,3 г","13,41 г"
"Пастернак, вареный, с солью",71 кКал,"1,32 г","0,3 г","13,01 г"
"Пастернак, сырой",75 кКал,"1,2 г","0,3 г","13,09 г"
Патиссон,19 кКал,"0,6 г","0,1 г","4,1 г"
Патиссон,18 кКал,"1,2 г","0,2 г","2,64 г"
"Патиссон вареный, без соли",16 кКал,"1,03 г","0,17 г","1,4 г"
"Патиссон вареный, с солью",16 кКал,"1,03 г","0,17 г","1,4 г"
Пекинская капуста,16 кКал,"1,2 г","0,2 г","2,03 г"
"Пекинская капуста (пе-тсай), вареная, без соли",14 кКал,"1,5 г","0,17 г","0,71 г"
"Пекинская капуста (пе-тсай), вареная, с солью",14 кКал,"1,5 г","0,17 г","0,71 г"
"Перец анчо поблано, сушеный",281 кКал,"11,86 г","8,2 г","29,82 г"
Перец банановый,27 кКал,"1,66 г","0,45 г","1,95 г"
Перец венгерский,29 кКал,"0,8 г","0,41 г","5,7 г"
"Перец гвоздичный, консервированный",23 кКал,"1,1 г","0,3 г","3,2 г"
Перец сладкий желтый,27 кКал,1 г,"0,21 г","5,42 г"
Перец сладкий зеленый,27 кКал,"1,3 г","0,1 г","5,3 г"
Перец сладкий зеленый,20 кКал,"0,86 г","0,17 г","2,94 г"
"Перец сладкий зеленый,  вареный, с солью",26 кКал,"0,92 г","0,2 г","4,91 г"
"Перец сладкий зеленый, вареный, без соли",28 кКал,"0,92 г","0,2 г","5,5 г"
"Перец сладкий зеленый, консервированный",18 кКал,"0,8 г","0,3 г","2,7 г"
"Перец сладкий зеленый, пассерованный",116 кКал,"0,78 г","11,85 г","2,42 г"
"Перец сладкий зеленый, порезанный, замороженный",20 кКал,"1,08 г","0,21 г","2,85 г"
"Перец сладкий зеленый, порезанный, замороженный, вареный, без соли",18 кКал,"0,95 г","0,18 г",3 г
"Перец сладкий зеленый, порезанный, замороженный, вареный, с солью",16 кКал,"0,95 г","0,18 г","2,41 г"
Перец сладкий красный,27 кКал,"1,3 г","0,1 г","5,3 г"
Перец сладкий красный,26 кКал,"0,99 г","0,3 г","3,93 г"
"Перец сладкий красный,  вареный, с солью",26 кКал,"0,92 г","0,2 г","4,91 г"
"Перец сладкий красный, вареный, без соли",28 кКал,"0,92 г","0,2 г","5,5 г"
"Перец сладкий красный, замороженный, порезанный, вареный, без соли",16 кКал,"0,95 г","0,18 г","2,51 г"
"Перец сладкий красный, замороженный, порезанный, вареный, с солью",16 кКал,"0,95 г","0,18 г","2,51 г"
"Перец сладкий красный, замороженный, порезанный, неприготовленный",20 кКал,"1,08 г","0,21 г","2,85 г"
"Перец сладкий красный, консервированный",18 кКал,"0,8 г","0,3 г","2,7 г"
"Перец сладкий красный, пассерованный",133 кКал,"1,04 г","12,75 г","4,77 г"
"Перец сладкий красный, сублимированный",314 кКал,"17,9 г",3 г,"47,4 г"
Перец халапеньо,29 кКал,"0,91 г","0,37 г","3,7 г"
"Перец халапеньо, консервированный",27 кКал,"0,92 г","0,94 г","2,14 г"
Перец чили зеленый острый,40 кКал,2 г,"0,2 г","7,96 г"
"Перец чили зеленый острый, консервированный",21 кКал,"0,72 г","0,27 г","2,9 г"
"Перец чили зеленый острый, консервированный без семян",21 кКал,"0,9 г","0,1 г","3,8 г"
Перец чили красный острый,40 кКал,"1,87 г","0,44 г","8,81 г"
"Перец чили красный острый маринованный, консервированный",22 кКал,"0,8 г","0,4 г","1,96 г"
"Перец чили красный острый, вяленый",324 кКал,"10,58 г","5,81 г","41,16 г"
"Перец чили красный острый, консервированный без семян",21 кКал,"0,9 г","0,1 г","3,8 г"
"Перец чили, пасилья, сушеный",345 кКал,"12,35 г","15,85 г","24,33 г"
"Перец чили, серрано",32 кКал,"1,74 г","0,44 г",3 г
"Перец, фаршированный овощами, по 1-92",100 кКал,"1,5 г","5,9 г","10,1 г"
Петрушка (корень),51 кКал,"1,5 г","0,6 г","10,1 г"
Петрушка свежая,49 кКал,"3,7 г","0,4 г","7,6 г"
"Петрушка, сублимированная",271 кКал,"31,3 г","5,2 г","9,68 г"
"Петрушка, сырая",36 кКал,"2,97 г","0,79 г","3,03 г"
Повидло морковное,282 кКал,"0,5 г","0,4 г","65,8 г"
Подварка кабачковая,272 кКал,"0,2 г","0,1 г","67,2 г"
Подварка морковная,271 кКал,"0,5 г","0,4 г","65,8 г"
Подварка свекольная,269 кКал,"0,5 г","0,1 г","65,9 г"
Пои,112 кКал,"0,38 г","0,14 г","26,83 г"
"Полынь, сырая",32 кКал,"0,33 г","0,52 г","3,64 г"
Помидор (томат),18 кКал,"0,88 г","0,2 г","2,69 г"
"Помидор (томат) желтый, сырые",15 кКал,"0,98 г","0,26 г","2,28 г"
Помидор (томат) зеленый,23 кКал,"1,2 г","0,2 г",4 г
Помидор (томат) оранжевый,16 кКал,"1,16 г","0,19 г","2,28 г"
"Помидор (томат), грунтовый",24 кКал,"1,1 г","0,2 г","3,8 г"
"Помидор (томат), парниковый",14 кКал,"0,6 г",0 г,"3,8 г"
Помидоры (томаты) без кожицы. Консервы,12 кКал,"0,5 г",0 г,"2,3 г"
Помидоры (томаты) жареные по 2-56,73 кКал,"1,8 г","4,7 г","5,1 г"
Помидоры (томаты) консервированные с зеленым перцем чили,15 кКал,"0,69 г","0,08 г","3,62 г"
"Помидоры (томаты) консервированные, тушеные",26 кКал,"0,91 г","0,19 г","5,19 г"
"Помидоры (томаты) мятые, консервированные",32 кКал,"1,64 г","0,28 г","5,39 г"
Помидоры (томаты) с кожицей. Консервы,20 кКал,"1,1 г","0,1 г","3,5 г"
Помидоры (томаты) соленые,16 кКал,"1,1 г","0,1 г","1,6 г"
"Помидоры (томаты), вяленые",258 кКал,"14,11 г","2,97 г","43,46 г"
"Помидоры (томаты), вяленые, упакованные в масле",213 кКал,"5,06 г","14,08 г","17,53 г"
"Помидоры (томаты), консервированные в томатном соке, без добавления соли",16 кКал,"0,79 г","0,25 г","1,57 г"
"Помидоры (томаты), консервированные, в томатном соке",16 кКал,"0,79 г","0,25 г","1,57 г"
"Помидоры (томаты), приготовленные",18 кКал,"0,95 г","0,11 г","3,31 г"
"Помидоры (томаты), приготовленные с солью",18 кКал,"0,95 г","0,11 г","3,31 г"
"Помидоры (томаты), тушеные",79 кКал,"1,96 г","2,68 г","11,35 г"
"Помидоры (томаты), фаршированные с рисом и морковью по 1-262",91 кКал,2 г,"4,9 г","9,3 г"
"Портулак, вареный, без соли",18 кКал,"1,49 г","0,19 г","3,55 г"
"Портулак, вареный, с солью",18 кКал,"1,49 г","0,19 г","3,55 г"
"Портулак, сырой",20 кКал,"2,03 г","0,36 г","3,39 г"
Рагу овощное по 1-226,91 кКал,"1,9 г","4,5 г","10,6 г"
"Радиккио (итальянский цикорий), сырой",23 кКал,"1,43 г","0,25 г","3,58 г"
Рапини (брокколи рааб),22 кКал,"3,17 г","0,49 г","0,15 г"
"Рапини (брокколи рааб), приготовленная",25 кКал,"3,83 г","0,52 г","0,32 г"
Ревень,16 кКал,"0,7 г","0,1 г","2,5 г"
Редис,16 кКал,"0,68 г","0,1 г","1,8 г"
Редис,20 кКал,"1,2 г","0,1 г","3,4 г"
Редис белый,14 кКал,"1,1 г","0,1 г","1,23 г"
"Редис по-гавайски, маринованный",28 кКал,"1,1 г","0,3 г",3 г
"Редис, проросшие семена, сырые",43 кКал,"3,81 г","2,53 г","3,6 г"
"Редька белая (дайкон, восточнная редька)",18 кКал,"0,6 г","0,1 г","2,5 г"
"Редька белая (дайкон, восточнная редька), вареная, без соли",17 кКал,"0,67 г","0,24 г","1,83 г"
"Редька белая (дайкон, восточнная редька), вареная, с солью",17 кКал,"0,67 г","0,24 г","1,83 г"
"Редька белая (дайкон, восточнная редька), сушеная",271 кКал,"7,9 г","0,72 г","39,47 г"
Редька с маслом по 1-78,96 кКал,"1,7 г",7 г,"6,4 г"
Редька черная,36 кКал,"1,9 г","0,2 г","6,7 г"
Репа,32 кКал,"1,5 г","0,1 г","6,2 г"
Репа припущенная по 1-214,45 кКал,"1,6 г","1,5 г","6,3 г"
"Рогоз, молодые листья",25 кКал,"1,18 г",0 г,"0,64 г"
Руккола,25 кКал,"2,58 г","0,66 г","2,05 г"
Савойская капуста,27 кКал,2 г,"0,1 г",3 г
"Савойская капуста, вареная, без соли",24 кКал,"1,8 г","0,09 г","2,61 г"
"Савойская капуста, вареная, с солью",24 кКал,"1,8 г","0,09 г","2,61 г"
Салат (латук),16 кКал,"1,5 г","0,2 г",2 г
Салат (латук) зеленолистный,15 кКал,"1,36 г","0,15 г","1,57 г"
Салат (латук) краснолистный,13 кКал,"1,33 г","0,22 г","1,36 г"
Салат зеленый по 1-58,54 кКал,"1,8 г","4,1 г","2,4 г"
Салат зеленый с огурцами по 1-60,52 кКал,"1,5 г","4,1 г","2,2 г"
Салат из зеленого лука по 1-60,56 кКал,"1,6 г",4 г,"3,3 г"
Салат из капусты белокочанной по 1-72,69 кКал,"2,6 г",5 г,"3,1 г"
Салат из квашеной капусты по 1-74,76 кКал,"1,4 г","4,9 г",6 г
Салат из моркови по 1-78,67 кКал,"1,3 г",2 г,"10,7 г"
Салат из редиса по 1-64,67 кКал,"2,5 г",5 г,"2,9 г"
Салат из свежих огурцов по 1-60,52 кКал,"1,2 г",4 г,"2,7 г"
Салат из свежих помидоров и огурцов по 1-62,57 кКал,"1,4 г","4,1 г","3,3 г"
Салат из свежих помидоров по 1-62,59 кКал,"1,5 г","4,1 г","3,6 г"
Салат из свежих помидоров с перцем по 1-62,66 кКал,"0,9 г","4,7 г","4,3 г"
Салат из свеклы с сыром и чесноком по 1-76,178 кКал,"5,1 г","14,2 г","7,1 г"
Салат из соленых огурцов с луком по 1-60,61 кКал,"0,9 г",5 г,"2,6 г"
"Салат из цветной капусты, помидоров и зелени по 1-66",108 кКал,"1,5 г","8,7 г","5,6 г"
Салат картофельный с огурцами по 1-70,71 кКал,"1,7 г","3,2 г","8,6 г"
"Салат романо (римский салат, ромен)",17 кКал,"1,23 г","0,3 г","1,19 г"
"Салат спаржевый (стеблевой, уйсун), сырой",18 кКал,"0,85 г","0,3 г","1,95 г"
"Салат эскариоль, вареный",15 кКал,"1,15 г","0,18 г","0,27 г"
Салат-латук головчатый (включая сорты бостон и бибб),13 кКал,"1,35 г","0,22 г","1,13 г"
Свекла,43 кКал,"1,61 г","0,17 г","6,76 г"
Свекла,42 кКал,"1,5 г","0,1 г","8,8 г"
Свекла квашеная,32 кКал,"1,3 г","0,14 г",6 г
"Свекла маринованная, консервированная",65 кКал,"0,8 г","0,08 г","15,48 г"
Свекла отварная по 1-76,48 кКал,"1,8 г","0,1 г","9,8 г"
"Свекла по-гарвардски, консервированная",73 кКал,"0,84 г","0,06 г","15,68 г"
Свекла сушеная,257 кКал,9 г,"0,6 г","56,6 г"
Свекла тушеная по 2-50,75 кКал,"1,6 г",3 г,"10,3 г"
"Свекла, вареная",44 кКал,"1,68 г","0,18 г","7,96 г"
"Свекла, вареная, с солью",44 кКал,"1,68 г","0,18 г","7,96 г"
"Свекла, консервированная",30 кКал,"0,73 г","0,09 г","5,94 г"
"Свекла, консервированная, без добавления соли",28 кКал,"0,8 г","0,07 г","5,37 г"
"Свекла, консервированная, сухой продукт без маринада",31 кКал,"0,91 г","0,14 г","5,41 г"
"Свекла, тушенная с яблоками по 1-222",84 кКал,"1,3 г","3,9 г","10,7 г"
Свеклы листья (ботва свекольная),22 кКал,"2,2 г","0,13 г","0,63 г"
"Свеклы листья (ботва свекольная) вареные, без соли",27 кКал,"2,57 г","0,2 г","2,56 г"
"Свеклы листья (ботва свекольная) вареные, с солью",27 кКал,"2,57 г","0,2 г","2,56 г"
Свекольные котлеты по 1-234,187 кКал,"4,1 г","8,1 г","24,1 г"
Сельдерей,14 кКал,"0,69 г","0,17 г","1,37 г"
Сельдерей,13 кКал,"0,9 г","0,1 г","2,1 г"
Сельдерей (корень),34 кКал,"1,3 г","0,3 г","6,5 г"
"Сельдерей вареный, без соли",18 кКал,"0,83 г","0,16 г","2,4 г"
"Сельдерей вареный, с солью",18 кКал,"0,83 г","0,16 г","2,4 г"
"Сельдерей, корень",42 кКал,"1,5 г","0,3 г","7,4 г"
"Сельдерей, корень, вареный, без соли",27 кКал,"0,96 г","0,19 г","4,7 г"
"Сельдерей, корень, вареный, с солью",27 кКал,"0,96 г","0,19 г","5,9 г"
"Семена люцерны, проросшие",23 кКал,"3,99 г","0,69 г","0,2 г"
"Сердцевина пальмы, консервированная",28 кКал,"2,52 г","0,62 г","2,22 г"
"Сердцевина пальмы, сырая",115 кКал,"2,7 г","0,2 г","24,11 г"
"Сесбания, цветы, приготовленные на пару без соли",22 кКал,"1,14 г","0,05 г","5,23 г"
"Сесбания, цветы, приготовленные на пару с солью",21 кКал,"1,14 г","0,05 г","5,1 г"
"Сесбания, цветы, сырые",27 кКал,"1,28 г","0,04 г","6,73 г"
"Сладкий картофель, консервированный в вакуумной упаковке",91 кКал,"1,65 г","0,2 г","19,32 г"
"Смесь овощей, замороженная, вареная, без соли",65 кКал,"2,86 г","0,15 г","8,69 г"
"Смесь овощей, замороженная, вареная, с солью",60 кКал,"2,86 г","0,15 г","8,69 г"
"Смесь овощей, замороженная, неприготовленная",72 кКал,"3,33 г","0,52 г","9,47 г"
"Смесь овощей, консервированная",36 кКал,"1,42 г","0,25 г","3,33 г"
