Продукт,Калорийность,Белки,Жиры,Углеводы
"Сухой завтрак, готовый к употреблению, GENERAL MILLS, DORA THE EXPLORER",366 кКал,"5,6 г","5,7 г","82,8 г"
"Сухой завтрак, готовый к употреблению, GENERAL MILLS, Fruity CHEERIOS",383 кКал,"5,2 г","5,2 г","84,2 г"
"Сухой завтрак, готовый к употреблению, GENERAL MILLS, OATMEAL CRISP with Almonds",393 кКал,"9,8 г","6,7 г","78,9 г"
"Сухой завтрак, готовый к употреблению, KELLOGG'S SPECIAL K Chocolatey Delight",381 кКал,"6,5 г","7,3 г","81,2 г"
"Сухой завтрак, готовый к употреблению, QUAKER, QUAKER OAT CINNAMON LIFE",373 кКал,"9,01 г","4,05 г","79,16 г"
"Сухой завтрак, готовый к употреблению, WEETABIX WHOLE WHEAT CEREAL",373 кКал,"11,5 г","2,8 г","77,4 г"
"Сухой завтрак, готовый к употреблению, воздушная пшеница подслащенная, любой бренд",390 кКал,"5,8 г","1,3 г","90,7 г"
"Сухой завтрак, готовый к употреблению, колца со вкусом шоколада, подслащенные, любой бренд",415 кКал,"4,8 г","8,8 г","81,9 г"
"Сухой завтрак, готовый к употреблению, овес и кукуруза и пшеница, квадратики, подслащенные, с кленовым вкусом",430 кКал,6 г,"9,8 г","79,9 г"
"Сухой завтрак, готовый к употреблению, пшеница, дробленная, обычная, без сахара и соли",337 кКал,"11,37 г","2,21 г","78,76 г"
"Сухой завтрак, фарина, крахмал, картофельная мука, обогащенная, приготовленная на воде, без соли",53 кКал,"1,82 г","0,34 г","10,92 г"
"Тапиока (маниоковое саго), сухая",358 кКал,"0,19 г","0,02 г","87,79 г"
"Тефф, неприготовленный",367 кКал,"13,3 г","2,38 г","65,13 г"
"Тефф, приготовленный",101 кКал,"3,87 г","0,65 г","17,06 г"
Толокно,363 кКал,"12,5 г",6 г,"64,9 г"
Тритикале,336 кКал,"13,05 г","2,09 г","72,13 г"
Тритикале,293 кКал,"12,8 г","2,08 г","54,5 г"
"Хомини кукуруза (никстамализированная) белая, консервированная",72 кКал,"1,48 г","0,88 г","11,76 г"
"Хомини кукуруза (никстамализированная), желтая, консервированная",72 кКал,"1,48 г","0,88 г","11,76 г"
Ячменная мука,284 кКал,10 г,"1,6 г","56,1 г"
Ячменная мука или крупка,345 кКал,"10,5 г","1,6 г","64,42 г"
Ячменный солод,361 кКал,"10,28 г","1,84 г","71,2 г"
Ячмень вылущенный,354 кКал,"12,48 г","2,3 г","56,18 г"
"Ячмень, зерно цельное необработанное",288 кКал,"10,3 г","2,4 г","56,4 г"
Ячневая каша по 1-278,96 кКал,"2,1 г","2,9 г","15,3 г"
Ячневая крупа,313 кКал,10 г,"1,3 г","65,4 г"
