Продукт,Калорийность,Белки,Жиры,Углеводы
Пирог с Вишней и Ревенем [Макдоналдс],291 кКал,"3,4 г","16,2 г","32,3 г"
Пирог Яблочный [Макдоналдс],276 кКал,"3,1 г","14,6 г","32,2 г"
Пирожное Чёрный Лес [Макдоналдс],386 кКал,"3,8 г",26 г,35 г
Пирожок Клубника и Сливочный Сыр [Макдоналдс],258 кКал,"2,9 г",15 г,29 г
Пирожок Лесные Ягоды [Макдоналдс],285 кКал,3 г,16 г,32 г
Пирожок Малина Крем-Чиз [Макдоналдс],273 кКал,"3,2 г",15 г,32 г
Пирожок Малина Крем-Чиз [Макдоналдс],273 кКал,"3,2 г",15 г,32 г
Пирожок Маракуйя [Макдоналдс],255 кКал,2 г,13 г,32 г
Пирожок Маракуйя и Сливочный Сыр [Макдоналдс],280 кКал,"2,9 г",15 г,32 г
Пирожок по-Итальянски [Макдоналдс],163 кКал,"3,2 г","6,6 г",23 г
Пирожок Пряное Яблоко [Макдоналдс],232 кКал,"2,8 г",11 г,31 г
Пирожок с Вишней [Макдоналдс],249 кКал,"2,8 г",12 г,32 г
Пирожок с Карельской Черникой [Макдоналдс],255 кКал,"2,7 г",12 г,34 г
Пирожок с Картофелем и Грибами [Макдоналдс],130 кКал,3 г,6 г,17 г
Пирожок с Персиком [Макдоналдс],189 кКал,3 г,"7,7 г",27 г
Пирожок с Яблоком и Корицей [Макдоналдс],166 кКал,"3,3 г","7,7 г",21 г
Пирожок Черная Смородина [Макдоналдс],259 кКал,"2,9 г",12 г,34 г
Пита Грик [Макдоналдс],286 кКал,13 г,14 г,26 г
Пита Грик с Говяжьей Котлетой [Макдоналдс],287 кКал,13 г,14 г,26 г
Пита Грик с Куриной Котлетой [Макдоналдс],260 кКал,14 г,"9,4 г",29 г
Премиальный Яблочный Пирог [Макдоналдс],331 кКал,"3,1 г",9 г,57 г
Профитроли [Макдоналдс],135 кКал,"1,4 г","8,9 г",12 г
Пряный Чай Латте [Макдоналдс],305 кКал,8 г,10 г,46 г
Рич Лимониада [Макдоналдс],141 кКал,0 г,0 г,34 г
Рождественский пирожок Пряное яблоко [Макдоналдс],232 кКал,"2,8 г",11 г,31 г
Рождественский Ягодный Пунш [Макдоналдс],79 кКал,"0,2 г",0 г,20 г
Ролл с Креветками [Макдоналдс],359 кКал,11 г,11 г,52 г
Роял Бекон [Макдоналдс],548 кКал,33 г,30 г,36 г
Роял Де Люкс [Макдоналдс],570 кКал,31 г,31 г,40 г
Роял Чизбургер [Макдоналдс],514 кКал,30 г,26 г,38 г
"Рулетики с Творогом, Изюмом и Курагой (3) [Макдоналдс]",211 кКал,7 г,"9,6 г",24 г
Салат Овощной (без Заправки) [Макдоналдс],45 кКал,2 г,0 г,8 г
Салат Овощной [Макдоналдс],68 кКал,"2,5 г","3,9 г","4,4 г"
Салат Овощной McDonalds [Макдоналдс],60 кКал,2 г,3 г,5 г
Салат Цезарь (без Заправки) [Макдоналдс],283 кКал,21 г,16 г,13 г
Салат Цезарь (без Заправки) [Макдоналдс],283 кКал,21 г,16 г,13 г
Салат Цезарь [Макдоналдс],283 кКал,21 г,16 г,13 г
Салат Цезарь McDonalds [Макдоналдс],190 кКал,15 г,10 г,9 г
Салат Цезарь без Заправки [Макдоналдс],195 кКал,15 г,10 г,10 г
Салат Цезарь с Курицей [Макдоналдс],283 кКал,21 г,16 г,13 г
Салатная Заправка 1000 Островов [Макдоналдс],204 кКал,"1,1 г","19,5 г","6,6 г"
Салатная Заправка Масло и Винный Уксус [Макдоналдс],105 кКал,0 г,11 г,3 г
Салатная Заправка Масло и Винный Уксус [Макдоналдс],308 кКал,"0,1 г",30 г,"8,3 г"
Салатная Заправка Цезарь [Макдоналдс],251 кКал,"3,5 г",22 г,"7,3 г"
Санрайз [Макдоналдс],180 кКал,0 г,0 г,40 г
Сахар [Макдоналдс],20 кКал,0 г,0 г,5 г
Сахар [Макдоналдс],400 кКал,0 г,0 г,100 г
Смузи Манго-Ананас [Макдоналдс],190 кКал,2 г,1 г,42 г
Смусси Клубника-Банан [Макдоналдс],175 кКал,2 г,1 г,38 г
Снек Ролл с Омлетом и Беконом [Макдоналдс],320 кКал,16 г,16 г,27 г
Снек Ролл с Омлетом и Свиной Котлетой [Макдоналдс],435 кКал,22 г,26 г,27 г
Снэк Бокс с Крыльями [Макдоналдс],866 кКал,38 г,46 г,73 г
Сок Яблочный [Макдоналдс],135 кКал,0 г,0 г,33 г
Соус 1000 Островов [Макдоналдс],78 кКал,"0,3 г","7,4 г","2,8 г"
Соус 1000 Островов [Макдоналдс],310 кКал,1 г,29 г,12 г
Соус Барбекю [Макдоналдс],47 кКал,"0,2 г","0,3 г",11 г
Соус Барбекю [Макдоналдс],162 кКал,"0,6 г","0,9 г","36,1 г"
Соус барбекю McDonalds [Макдоналдс],48 кКал,"0,2 г","0,3 г",11 г
Соус Горчичный [Макдоналдс],62 кКал,"0,5 г","3,3 г","7,6 г"
Соус Горчичный [Макдоналдс],57 кКал,"0,6 г",3 г,7 г
Соус Карри [Макдоналдс],49 кКал,"0,2 г","0,5 г",11 г
Соус Карри [Макдоналдс],170 кКал,"0,7 г","1,7 г","37,9 г"
Соус карри McDonalds [Макдоналдс],50 кКал,0 г,0 г,12 г
Соус кетчуп McDonalds [Макдоналдс],27 кКал,0 г,"0,3 г","6,6 г"
Соус Кисло-Сладкий [Макдоналдс],47 кКал,"0,2 г","0,3 г",11 г
Соус Кисло-Сладкий [Макдоналдс],187 кКал,"0,3 г","1,4 г","43,4 г"
Соус кисло-сладкий McDonalds [Макдоналдс],49 кКал,"0,1 г","0,3 г",12 г
Соус Клюквенный [Макдоналдс],182 кКал,"0,1 г","0,7 г","42,6 г"
Соус Коктейль [Макдоналдс],329 кКал,"3,2 г",30 г,"11,6 г"
Соус Сальса [Макдоналдс],36 кКал,"0,3 г","0,2 г","7,9 г"
Соус Сладкий Чили [Макдоналдс],47 кКал,"0,1 г",0 г,11 г
Соус Сметанный [Макдоналдс],60 кКал,"0,6 г","3,4 г","6,9 г"
Соус Сырный [Макдоналдс],90 кКал,"0,5 г","9,3 г","1,5 г"
Соус сырный McDonalds [Макдоналдс],89 кКал,"0,6 г",9 г,"1,4 г"
Соус Цезарь [Макдоналдс],125 кКал,2 г,11 г,4 г
Соус Чесночный [Макдоналдс],84 кКал,"0,3 г","7,8 г","3,3 г"
Соус Чесночный [Макдоналдс],330 кКал,1 г,31 г,13 г
Соус Чураско [Макдоналдс],160 кКал,"1,3 г","3,8 г","28,9 г"
Соус Чураско [Макдоналдс],45 кКал,"0,4 г","1,1 г","8,3 г"
Спайси Гамбургер с Беконом [Макдоналдс],284 кКал,14 г,10 г,33 г
Спелая Вишня с Бисквитом [Макдоналдс],280 кКал,"3,8 г","6,8 г",51 г
Спринг Роллы (4) [Макдоналдс],150 кКал,7 г,6 г,17 г
Стейк Хаус Классик [Макдоналдс],709 кКал,39 г,39 г,49 г
Стейкхаус [Макдоналдс],702 кКал,38 г,40 г,46 г
Стрипсы [Макдоналдс],180 кКал,"11,2 г","8,4 г","15,2 г"
Сыр Камамбер [Макдоналдс],240 кКал,10 г,15 г,17 г
Сырные Наггетсы Бри (4) [Макдоналдс],397 кКал,12 г,28 г,24 г
Сэндвич Биг Брекфаст Ролл [Макдоналдс],655 кКал,27 г,36 г,54 г
Сэндвич Биг Мак [Макдоналдс],495 кКал,27 г,25 г,40 г
Сэндвич Биг Тейсти [Макдоналдс],850 кКал,48 г,51 г,50 г
Сэндвич Биф а-ля Рус [Макдоналдс],580 кКал,29 г,31 г,44 г
Сэндвич Биф Ролл [Макдоналдс],520 кКал,20 г,29 г,43 г
Сэндвич Гамбургер [Макдоналдс],255 кКал,13 г,9 г,30 г
Сэндвич Двойной Чизбургер [Макдоналдс],440 кКал,27 г,23 г,31 г
Сэндвич Макчикен [Макдоналдс],390 кКал,19 г,18 г,38 г
Сэндвич Роял Де Люкс [Макдоналдс],495 кКал,27 г,27 г,36 г
Сэндвич Роял Чизбургер [Макдоналдс],505 кКал,32 г,27 г,34 г
Сэндвич Филе-о-фиш [Макдоналдс],350 кКал,15 г,16 г,37 г
Сэндвич Фиш Ролл [Макдоналдс],475 кКал,17 г,23 г,49 г
Сэндвич Фреш Ролл [Макдоналдс],610 кКал,25 г,38 г,40 г
Сэндвич Цезарь Ролл [Макдоналдс],552 кКал,19 г,32 г,46 г
Сэндвич Цезарь Ролл [Макдоналдс],695 кКал,28 г,43 г,49 г
Сэндвич Чизбургер [Макдоналдс],300 кКал,16 г,13 г,30 г
Сэндвич Чикен Бекон [Макдоналдс],665 кКал,27 г,37 г,61 г
Сэндвич Чикен Мифик [Макдоналдс],625 кКал,29 г,35 г,48 г
Сэндвич Чикен Эмменталь [Макдоналдс],625 кКал,29 г,35 г,48 г
Сэндвич Чикенбургер [Макдоналдс],310 кКал,15 г,12 г,36 г
Творожные Рулетики (2) [Макдоналдс],211 кКал,7 г,"9,6 г",24 г
Техас Бургер [Макдоналдс],600 кКал,32 г,34 г,41 г
Техас Чикен [Макдоналдс],598 кКал,26 г,30 г,56 г
Тирамису [Макдоналдс],265 кКал,4 г,14 г,30 г
Торт Згапари [Макдоналдс],367 кКал,"9,7 г",19 г,39 г
Торт Рикотта с Грушей [Макдоналдс],335 кКал,6 г,20 г,33 г
Тоскана Биф [Макдоналдс],364 кКал,17 г,18 г,34 г
Тост с Ветчиной и Сыром [Макдоналдс],280 кКал,14 г,11 г,30 г
Тост с Сыром [Макдоналдс],255 кКал,10 г,10 г,30 г
Тройной Чизбургер [Макдоналдс],583 кКал,37 г,33 г,33 г
Улитка с Карамелью [Макдоналдс],380 кКал,5 г,26 г,30 г
Фахитос Чикен Ролл [Макдоналдс],461 кКал,18 г,23 г,44 г
Филе Макфреш [Макдоналдс],382 кКал,17 г,15 г,44 г
Филе Фреш [Макдоналдс],363 кКал,17 г,15 г,38 г
Филе-О-Фиш [Макдоналдс],331 кКал,15 г,14 г,36 г
Фиш & Чипс [Макдоналдс],451 кКал,15 г,23 г,45 г
Фиш Ролл [Макдоналдс],444 кКал,17 г,23 г,42 г
Фиш Ролл без Соуса [Макдоналдс],379 кКал,17 г,11 г,42 г
Фиш Фреш Ролл [Макдоналдс],435 кКал,18 г,20 г,46 г
Фишролл [Макдоналдс],444 кКал,17 г,23 г,42 г
Флет Вайт [Макдоналдс],54 кКал,3 г,3 г,5 г
Фраппе Карамель [Макдоналдс],355 кКал,7 г,17 г,44 г
Фраппе Мокко [Макдоналдс],126 кКал,"2,1 г","5,9 г","16,2 г"
Фреш Макмаффин [Макдоналдс],368 кКал,18 г,20 г,28 г
Фреш Ролл [Макдоналдс],537 кКал,23 г,34 г,34 г
Фрешбургер с Пармезаном [Макдоналдс],340 кКал,16 г,17 г,30 г
Фрешбургер с Сыром [Макдоналдс],348 кКал,17 г,17 г,31 г
Фрешмакмаффин [Макдоналдс],368 кКал,18 г,20 г,28 г
Хашбраун [Макдоналдс],132 кКал,"1,3 г","7,7 г",14 г
Цезарь Ролл без Соуса [Макдоналдс],300 кКал,18 г,10 г,30 г
Цезарь Ролл Чураско [Макдоналдс],552 кКал,19 г,32 г,46 г
Чиабатта Биф [Макдоналдс],385 кКал,19 г,19 г,38 г
Чиабатта с Ветчиной и Сыром [Макдоналдс],432 кКал,23 г,17 г,47 г
Чиабатта с Тунцом [Макдоналдс],371 кКал,22 г,11 г,44 г
Чиз Лаваш [Макдоналдс],187 кКал,8 г,7 г,22 г
Чизбургер [Макдоналдс],299 кКал,16 г,13 г,30 г
Чизбургер без Нижней Булки [Макдоналдс],233 кКал,14 г,12 г,16 г
Чизбургер Де Люкс [Макдоналдс],480 кКал,23 г,22 г,47 г
Чизбургер с Беконом [Макдоналдс],314 кКал,17 г,14 г,30 г
Чизбургер Фреш [Макдоналдс],348 кКал,16 г,18 г,30 г
Чизкейк [Макдоналдс],359 кКал,6 г,24 г,31 г
Чизкейк Нью-Йорк [Макдоналдс],475 кКал,10 г,22 г,59 г
Чизкейк по-Американски [Макдоналдс],340 кКал,"5,6 г","22,2 г","29,2 г"
Чикаго Барбекю [Макдоналдс],660 кКал,41 г,38 г,38 г
Чикен А-Ля Рус с Беконом [Макдоналдс],577 кКал,24 г,28 г,57 г
Чикен Бекон [Макдоналдс],680 кКал,27 г,36 г,60 г
Чикен Бургер [Макдоналдс],360 кКал,12 г,16 г,41 г
Чикен Грик Мак [Макдоналдс],490 кКал,21 г,21 г,55 г
Чикен Гриль [Макдоналдс],381 кКал,19 г,16 г,40 г
Чикен Гурмэ Экзотик [Макдоналдс],621 кКал,25 г,33 г,55 г
Чикен Де Люкс [Макдоналдс],504 кКал,20 г,25 г,49 г
Чикен Джуниор [Макдоналдс],390 кКал,14 г,18 г,43 г
Чикен Карри [Макдоналдс],481 кКал,20 г,21 г,51 г
Чикен Мак [Макдоналдс],487 кКал,29 г,20 г,47 г
Чикен Макнаггетс (20) [Макдоналдс],893 кКал,56 г,46 г,62 г
Чикен Макнаггетс (4) [Макдоналдс],179 кКал,11 г,9 г,13 г
Чикен Макнаггетс (6) [Макдоналдс],268 кКал,17 г,14 г,19 г
Чикен Макнаггетс (9) [Макдоналдс],402 кКал,25 г,21 г,28 г
Чикен Макнаггетс [Макдоналдс],43 кКал,"2,9 г","2,3 г","2,8 г"
Чикен Макнаггетс McDonalds [Макдоналдс],45 кКал,"2,8 г","2,3 г","3,2 г"
Чикен Макфреш [Макдоналдс],456 кКал,19 г,23 г,42 г
Чикен Премьер [Макдоналдс],596 кКал,26 г,32 г,53 г
Чикен Премьер Кантри [Макдоналдс],556 кКал,26 г,26 г,54 г
Чикен Премьер Салат [Макдоналдс],203 кКал,27 г,8 г,5 г
Чикен Ролл [Макдоналдс],496 кКал,21 г,22 г,50 г
Чикен Снек Ролл [Макдоналдс],365 кКал,11 г,20 г,34 г
Чикен Снэк Ролл [Макдоналдс],365 кКал,11 г,20 г,34 г
Чикен Фреш Макмаффин [Макдоналдс],325 кКал,13 г,14 г,37 г
Чикен Фреш Ролл [Макдоналдс],536 кКал,20 г,30 г,50 г
Чикенбекон [Макдоналдс],680 кКал,27 г,36 г,60 г
Чикенбургер [Макдоналдс],339 кКал,12 г,16 г,37 г
Чикенбургер без Нижней Булки [Макдоналдс],290 кКал,10 г,11 г,28 г
Чикенбургер Блю Чиз [Макдоналдс],381 кКал,12 г,19 г,41 г
Чикенбургер с Беконом [Макдоналдс],367 кКал,13 г,18 г,37 г
Чиккер [Макдоналдс],252 кКал,"9,3 г",11 г,29 г
Чисбургер [Макдоналдс],300 кКал,16 г,13 г,30 г
Шейк Банан-Маракуйя [Макдоналдс],410 кКал,10 г,10 г,70 г
Шейк Гуава [Макдоналдс],252 кКал,"6,1 г","4,5 г",47 г
Шейк Манго-Маракуйя [Макдоналдс],264 кКал,"5,7 г","4,3 г",51 г
Шейк Мокко [Макдоналдс],288 кКал,"6,5 г","6,4 г",51 г
Шейк Пина Колада [Макдоналдс],266 кКал,"5,8 г","5,1 г",49 г
Шейк Пич Мельба [Макдоналдс],260 кКал,"6,2 г","4,5 г",49 г
Шоколадное Печенье с Шоколадом [Макдоналдс],345 кКал,6 г,18 г,41 г
Шоколадный Торт [Макдоналдс],330 кКал,"4,8 г",19 г,33 г
Шримп Ролл [Макдоналдс],360 кКал,15 г,13 г,46 г
Эгг Макмаффин с Сыром [Макдоналдс],275 кКал,16 г,12 г,26 г
Яблочные Дольки [Макдоналдс],38 кКал,"0,3 г","0,3 г","7,8 г"
Яблочные Дольки [Макдоналдс],44 кКал,"0,4 г","0,4 г","9,8 г"
Яблочные дольки McDonalds [Макдоналдс],38 кКал,0 г,0 г,8 г
Яблочный Пирог [Макдоналдс],185 кКал,"2,1 г","9,9 г",22 г
Яичница [Макдоналдс],292 кКал,17 г,13 г,26 г
Яичница с Ветчиной [Макдоналдс],344 кКал,24 г,15 г,26 г
Яичница с Сыром [Макдоналдс],389 кКал,23 г,21 г,27 г
