Продукт,Калорийность,Белки,Жиры,Углеводы
Запечённая Цветная Капуста [Ашан],115 кКал,"6,3 г","8,5 г","3,4 г"
Заправка для Салата Оливковая с Травами [Ашан],100 кКал,1 г,5 г,12 г
Заправка для Салата Цезарь [Ашан],270 кКал,2 г,24 г,12 г
Звездочки Глазированные [Ашан],391 кКал,"6,1 г","1,1 г",90 г
Зеленая Спаржа Мини в Банке [Ашан],27 кКал,"2,1 г",0 г,"3,1 г"
Зерна Кунжута [Ашан],549 кКал,"21,2 г","45,1 г","6,1 г"
Зефир Ананасовый [Ашан],342 кКал,"5,3 г","0,2 г",80 г
Зефир в Глазури [Ашан],370 кКал,2 г,9 г,71 г
Зефир Ванильный [Ашан],303 кКал,"0,9 г","0,1 г","82,9 г"
Зефир Жизель с Начинкой [Ашан],261 кКал,"0,7 г",0 г,"64,2 г"
Зефир Клубничный [Ашан],342 кКал,"5,3 г","0,2 г",80 г
Зефир Крем-Брюле [Ашан],303 кКал,"0,9 г","0,1 г","82,9 г"
Зефир с Печеньем в Шоколаде [Ашан],350 кКал,2 г,7 г,"85,5 г"
Зефир Яблочный [Ашан],298 кКал,"0,3 г","0,1 г","68,9 г"
Зефирные Палочки [Ашан],396 кКал,"2,7 г","12,4 г","68,6 г"
Злаковые Хлопья с Шоколадом и Ванилью [Ашан],397 кКал,"7,4 г","5,3 г",77 г
Злаковый Батончик Crousty [Ашан],419 кКал,"7,7 г","13,3 г","64,9 г"
Золотые Завитки Слоеные с Корицей [Ашан],490 кКал,7 г,24 г,62 г
Зубатка [Ашан],126 кКал,"19,6 г","5,3 г",0 г
Изделие Хлебобулочное Чемпион [Ашан],298 кКал,13 г,"9,7 г","39,8 г"
Изделия Булочные Сырные [Ашан],350 кКал,"0,3 г","0,8 г","85,9 г"
Изюм Желтый Мелкий [Ашан],226 кКал,"4,8 г","0,5 г","60,7 г"
Изюм Чёрный Мелкий [Ашан],290 кКал,"2,5 г","0,4 г",70 г
Икра Баклажанная [Ашан],45 кКал,"1,5 г",1 г,"7,6 г"
Икра из Баклажанов по-Домашнему [Ашан],41 кКал,1 г,1 г,7 г
Икра из Кабачков по-Домашнему [Ашан],41 кКал,1 г,1 г,7 г
Икра Минтая [Ашан],130 кКал,28 г,2 г,0 г
Икра Мойвы [Ашан],486 кКал,5 г,50 г,4 г
Икра Мойвы в Сырном Соусе [Ашан],364 кКал,"4,5 г","37,2 г","2,8 г"
Икра Мойвы Пробойная [Ашан],57 кКал,10 г,3 г,0 г
Икра Мойвы с Копченым Лососем в Соусе [Ашан],400 кКал,5 г,40 г,4 г
Икра Палтуса [Ашан],107 кКал,20 г,3 г,0 г
Икра Трески Весовая [Ашан],130 кКал,28 г,2 г,0 г
Имбирь в Сахаре [Ашан],296 кКал,"0,9 г","0,3 г","53,7 г"
Имбирь Маринованный [Ашан],30 кКал,"2,2 г",0 г,3 г
Императорская Смесь [Ашан],23 кКал,"1,9 г","0,3 г","5,7 г"
Индейка в Брусничном Соусе [Ашан],235 кКал,"16,7 г",14 г,"10,5 г"
Инжир [Ашан],49 кКал,"0,7 г","0,2 г","13,7 г"
Инжир Сушеный [Ашан],248 кКал,4 г,"1,2 г","55,3 г"
Инжир Сушеный Отборный [Ашан],280 кКал,5 г,1 г,65 г
"Йогурт 0,1% [Ашан]",37 кКал,"4,3 г","0,1 г","4,7 г"
Йогурт 0% [Ашан],38 кКал,"4,4 г","0,1 г","5,2 г"
Йогурт 0% на Прослойке из Клубники [Ашан],41 кКал,"4,4 г","0,1 г","5,5 г"
"Йогурт 2,7% [Ашан]",91 кКал,"3,1 г","2,7 г","13,7 г"
Йогурт Bifidus [Ашан],64 кКал,"3,8 г","3,5 г","4,3 г"
Йогурт Fruits [Ашан],38 кКал,"4,1 г","0,1 г","5,2 г"
Йогурт Nature [Ашан],45 кКал,4 г,"1,4 г","4,2 г"
Йогурт Арома 0% [Ашан],37 кКал,"4,3 г","0,1 г","4,7 г"
Йогурт Бифидус [Ашан],64 кКал,"3,8 г","3,2 г","4,3 г"
Йогурт Ванильный [Ашан],111 кКал,"4,3 г","4,5 г","13,2 г"
"Йогурт Натуральный 1,4% [Ашан]",45 кКал,4 г,"1,4 г","4,2 г"
Йогурт Натуральный 2% [Ашан],57 кКал,"3,5 г",2 г,"6,2 г"
Йогурт Обезжиренный [Ашан],37 кКал,"4,3 г","0,1 г","4,7 г"
Йогурт с Массовой Долей Жира 0% [Ашан],38 кКал,"4,4 г","0,1 г","5,2 г"
Йогурт со Вкусом Ванили [Ашан],97 кКал,"3,9 г","2,1 г","15,5 г"
Йогурт Черника [Ашан],83 кКал,"3,3 г",2 г,13 г
Йогурт Яблоко Банан [Ашан],83 кКал,"3,3 г",2 г,13 г
Кабачки [Ашан],27 кКал,"0,6 г","0,3 г","5,7 г"
Кабачки по-Домашнему [Ашан],50 кКал,"0,5 г",2 г,8 г
Кабачки по-Тоскански [Ашан],65 кКал,1 г,3 г,9 г
Кабачки Фаршированные Курицей [Ашан],65 кКал,"6,1 г",3 г,"4,3 г"
Кабачок [Ашан],24 кКал,"0,6 г","0,3 г","4,6 г"
Кабачок Фаршированный [Ашан],212 кКал,12 г,3 г,35 г
Кайзерка с Сыром [Ашан],267 кКал,"8,2 г","0,9 г","54,9 г"
Какао [Ашан],273 кКал,"24,3 г",15 г,"10,2 г"
Какао Bio [Ашан],367 кКал,8 г,"3,5 г",71 г
Какао Натуральный [Ашан],273 кКал,"24,3 г",15 г,"10,2 г"
Какао-Крупка Тёмный Шоколад со Стевией [Ашан],459 кКал,"5,6 г","33,8 г","33,1 г"
Кальмар г/К с Пряностями [Ашан],87 кКал,"20,7 г","0,6 г",0 г
Кальмар Г/К Со Специями [Ашан],94 кКал,15 г,"3,8 г",0 г
Кальмар Гк [Ашан],335 кКал,38 г,25 г,0 г
Кальмар Горячего Копчения [Ашан],110 кКал,18 г,"4,2 г",0 г
Кальмар Горячего Копчения Рулет [Ашан],335 кКал,38 г,25 г,0 г
Кальмар Горячего Копчения с Пряностями [Ашан],192 кКал,30 г,8 г,0 г
Кальмар Натуральный [Ашан],106 кКал,20 г,2 г,2 г
Кальмар по Шанхайски [Ашан],210 кКал,45 г,2 г,0 г
Кальмар Полоски с/с [Ашан],266 кКал,62 г,2 г,0 г
Кальмар со Вкусом Краба [Ашан],210 кКал,46 г,2 г,3 г
Кальмар Стружка [Ашан],266 кКал,62 г,2 г,0 г
Кальмар Сушеный [Ашан],301 кКал,70 г,1 г,3 г
Кальмары Сушеные [Ашан],191 кКал,45 г,"0,3 г",2 г
Камамбер [Ашан],305 кКал,19 г,"23,6 г","0,5 г"
Камамбер Де Фамиль Фитнес [Ашан],205 кКал,24 г,12 г,0 г
Камбала [Ашан],83 кКал,"16,5 г","1,8 г",0 г
Камбала Вяленая [Ашан],130 кКал,28 г,2 г,0 г
Каннеллони [Ашан],324 кКал,12 г,1 г,67 г
Каперсы [Ашан],23 кКал,2 г,"0,4 г","1,1 г"
Капкейк [Ашан],364 кКал,"4,7 г","18,1 г","45,9 г"
Капуста Брокколи Вес [Ашан],33 кКал,"4,4 г","0,9 г","1,8 г"
Капуста Квашеная [Ашан],19 кКал,"1,8 г",0 г,3 г
Капуста Кольраби [Ашан],44 кКал,"2,8 г","0,1 г","7,9 г"
Капуста Маринованная по-Корейски [Ашан],90 кКал,"1,4 г","6,5 г","6,4 г"
Капуста с Клюквой [Ашан],107 кКал,"1,4 г","7,7 г","8,1 г"
Капуста Тушёная [Ашан],94 кКал,"2,5 г","4,6 г","10,7 г"
Капуста Тушеная [Ашан],94 кКал,"2,5 г","4,6 г","10,7 г"
Капуста Тушёная с Грибами [Ашан],95 кКал,3 г,"6,7 г","5,5 г"
Капучино в Капсулах [Ашан],469 кКал,19 г,"18,4 г","56,4 г"
Карамельный Соус [Ашан],321 кКал,0 г,0 г,"80,3 г"
Карп [Ашан],112 кКал,16 г,"5,3 г",0 г
Картофель [Ашан],76 кКал,2 г,"0,4 г","16,1 г"
Картофель Жареный с Грибами [Ашан],170 кКал,"4,7 г",12 г,42 г
Картофель Запеченый в Сыре [Ашан],170 кКал,"4,7 г",12 г,42 г
Картофель Молодой Запечённый [Ашан],246 кКал,"2,4 г","26,1 г","0,5 г"
Картофель Отварной [Ашан],82 кКал,2 г,"0,4 г","16,7 г"
Картофель Печеный [Ашан],112 кКал,"4,7 г","0,2 г",36 г
Картофель по-Французски [Ашан],198 кКал,12 г,"0,3 г",23 г
Картофель с Сыром [Ашан],141 кКал,"3,7 г","9,2 г","10,9 г"
Картофель Фри [Ашан],221 кКал,"4,5 г","5,7 г",38 г
Картофельное Пюре [Ашан],97 кКал,"2,5 г","3,4 г","14,2 г"
Картофельное Пюре с Сыром и Зеленью [Ашан],140 кКал,"6,1 г","5,8 г","15,9 г"
Картофельные Дольки в Кожуре [Ашан],110 кКал,8 г,"41,7 г",65 г
Картофельные Котлеты [Ашан],182 кКал,3 г,"8,6 г","15,3 г"
Каша Гурьевская [Ашан],120 кКал,2 г,3 г,20 г
Каша Манная Гурьевская [Ашан],98 кКал,"2,8 г","3,8 г","12,9 г"
Каша Овсяная [Ашан],329 кКал,"8,9 г","4,4 г","63,5 г"
Каша Овсяная Молочная [Ашан],138 кКал,"5,1 г","6,5 г","14,9 г"
Каша Овсяная с Бананом [Ашан],91 кКал,"3,4 г","0,7 г","17,7 г"
Каша Овсяная с Клубникой [Ашан],351 кКал,"10,3 г","5,3 г","65,6 г"
Каша Овсяная со Сливками [Ашан],100 кКал,"3,9 г","2,2 г","16,1 г"
Каша Перловая с Грибами [Ашан],129 кКал,4 г,"4,3 г","19,9 г"
Каша Пшенная Молочная [Ашан],102 кКал,"2,2 г","4,6 г","12,7 г"
Каша Пшенная с Тыквой [Ашан],92 кКал,"2,9 г","1,6 г","16,5 г"
Каша Пшенная Тыква [Ашан],95 кКал,2 г,3 г,15 г
Каша Рисовая Молочная [Ашан],84 кКал,"1,1 г","4,1 г","10,5 г"
Каша Рисовая с Папайей [Ашан],340 кКал,7 г,"0,5 г",77 г
Каша Рисовая со Сливками [Ашан],117 кКал,"3,5 г","5,2 г","14,1 г"
Каша Сытная [Ашан],347 кКал,"12,1 г","15,5 г","59,2 г"
Каштановый Крем [Ашан],251 кКал,"1,1 г","0,7 г","59,2 г"
Квас Живого Брожения [Ашан],30 кКал,2 г,0 г,6 г
Кедровые Орехи [Ашан],670 кКал,12 г,61 г,19 г
Кедровый Орех Очищенный [Ашан],603 кКал,"11,6 г",61 г,"19,3 г"
Кекс Голландский [Ашан],397 кКал,"4,7 г","18,6 г","40,4 г"
Кекс Дива [Ашан],425 кКал,"5,3 г","23,6 г","47,8 г"
Кекс Мадлен [Ашан],323 кКал,"4,3 г","15,2 г",43 г
Кекс Медовый Весовой [Ашан],345 кКал,"4,5 г","15,2 г","46,8 г"
Кекс Мраморный [Ашан],480 кКал,"4,8 г","29,1 г","46,2 г"
Кекс с Вишней [Ашан],332 кКал,"4,6 г","16,6 г","41,6 г"
Кекс с Маком [Ашан],360 кКал,"4,9 г","31,4 г",40 г
Кекс с Маком Весовой [Ашан],330 кКал,"5,1 г","16,7 г",40 г
Кекс с Чёрной Смородиной [Ашан],444 кКал,"5,2 г","25,7 г","47,7 г"
Кекс с Яблоками [Ашан],458 кКал,"5,3 г","25,5 г","47,1 г"
Кекс Столичный [Ашан],323 кКал,"4,3 г","15,2 г",43 г
Кекс Творожный [Ашан],319 кКал,"5,2 г",13 г,"45,4 г"
Кекс Шоколадный [Ашан],340 кКал,"8,3 г","3,1 г",69 г
Кета г/К [Ашан],134 кКал,20 г,6 г,0 г
Кетчуп [Ашан],113 кКал,"1,5 г","0,1 г","25,2 г"
Кефир 1% [Ашан],37 кКал,"3,1 г",1 г,4 г
"Кефир 3,2% [Ашан]",57 кКал,"3,1 г","3,2 г",4 г
Кешью [Ашан],630 кКал,25 г,53 г,13 г
Кешью Жареный [Ашан],609 кКал,19 г,49 г,23 г
Кешью Жареный со Специями [Ашан],586 кКал,"8,7 г","45,4 г","37,5 г"
Кешью Сушеный [Ашан],600 кКал,19 г,49 г,23 г
Кешью Эконом [Ашан],600 кКал,"18,5 г","48,5 г","22,5 г"
Киви [Ашан],48 кКал,1 г,"0,6 г","10,3 г"
Киви Сушеный [Ашан],275 кКал,"1,1 г","0,5 г","24,6 г"
Кимчи [Ашан],16 кКал,"1,2 г","0,2 г",2 г
Киноа [Ашан],380 кКал,14 г,7 г,65 г
Китайская Смесь [Ашан],23 кКал,"1,9 г","0,3 г","5,6 г"
Киш с Лососем [Ашан],226 кКал,9 г,"15,5 г","12,7 г"
Киш с Мясом [Ашан],215 кКал,23 г,11 г,42 г
Кленовая Косичка [Ашан],314 кКал,"4,1 г","15,8 г","31,1 г"
Кленовый Пекан [Ашан],410 кКал,"4,5 г",28 г,33 г
Кленовый Сироп [Ашан],220 кКал,0 г,0 г,55 г
Клубника Замороженная [Ашан],56 кКал,"0,9 г",0 г,14 г
Клубника Свежая [Ашан],30 кКал,"0,5 г","0,4 г",7 г
Клубника Сушеная [Ашан],298 кКал,"3,1 г","1,8 г","61,1 г"
Клубничный Конфитюр [Ашан],247 кКал,"0,5 г","0,5 г","60,2 г"
Клубничный Соус [Ашан],121 кКал,"0,4 г","0,2 г","28,8 г"
Клюква Сушёная [Ашан],286 кКал,1 г,1 г,70 г
Кокосовая Стружка [Ашан],693 кКал,13 г,65 г,14 г
Коктейль из Морепродуктов [Ашан],60 кКал,13 г,1 г,0 г
Коктейль из Орехов и Сухофруктов [Ашан],480 кКал,10 г,30 г,43 г
Колбаса Ароматная со Шпиком [Ашан],316 кКал,12 г,28 г,4 г
Колбаса Праздничная [Ашан],468 кКал,18 г,44 г,0 г
Колбаска Краинская-Домашняя [Ашан],350 кКал,10 г,35 г,0 г
Колбаски «Французские» Фильер [Ашан],280 кКал,10 г,27 г,0 г
Колбаски для Гриля с Сыром Фермерские [Ашан],310 кКал,11 г,29 г,0 г
Колбаски Домашние [Ашан],360 кКал,"9,2 г","35,5 г","0,9 г"
"Колбаски из Говядины ""Фермерской"" [Ашан]",180 кКал,12 г,15 г,0 г
Колбаски Крупнорубленные [Ашан],336 кКал,"16,5 г",30 г,0 г
Колбаски Мергез [Ашан],170 кКал,12 г,14 г,0 г
Колбаски Мюнхенские [Ашан],350 кКал,10 г,35 г,0 г
Колбаски Острые с Перцем Халапеньо [Ашан],220 кКал,14 г,18 г,0 г
Колбаски Силезские [Ашан],285 кКал,15 г,25 г,0 г
Колбаски Тюрингские [Ашан],285 кКал,15 г,25 г,0 г
Колбаски Филейные [Ашан],230 кКал,"12,9 г","19,5 г","0,8 г"
Колбаски Французские [Ашан],285 кКал,15 г,25 г,0 г
Кольца Кальмаров [Ашан],200 кКал,45 г,"0,5 г",3 г
Кольцо Песочное [Ашан],310 кКал,"7,1 г",19 г,"30,6 г"
Кольцо с Творожным Кремом [Ашан],372 кКал,"12,1 г","23,1 г","28,7 г"
Конгрио [Ашан],94 кКал,"19,1 г","1,9 г",0 г
Конина Акбузат [Ашан],134 кКал,20 г,6 г,0 г
Конфеты Bonbons Toumou [Ашан],330 кКал,"3,6 г","0,5 г",79 г
Конфеты Жевательные со Вкусом Банана Fraiza Banana [Ашан],350 кКал,2 г,"0,5 г",84 г
Конфитюр Вишневый [Ашан],215 кКал,"0,3 г",0 г,"53,5 г"
Конфитюр из Ежевики [Ашан],246 кКал,"0,5 г","0,5 г","59,2 г"
Конфитюр Клубника [Ашан],247 кКал,"0,5 г","0,5 г","60,2 г"
Конфитюр Персик-Манго [Ашан],179 кКал,"0,5 г",0 г,"43,7 г"
Конфитюр Трио Апельсин/Лимон [Ашан],199 кКал,"0,3 г",0 г,"49,1 г"
Конфитюр Черника [Ашан],251 кКал,"0,5 г","0,5 г","60,2 г"
Корейка Свиная [Ашан],293 кКал,17 г,25 г,0 г
Корейка Свиная Б/К [Ашан],189 кКал,18 г,13 г,0 г
"Корейка Свиная Бескостная ""Фермерская"" [Ашан]",180 кКал,16 г,13 г,0 г
Королевские Креветки в Рассоле [Ашан],53 кКал,"13,1 г","0,1 г",0 г
Косичка Курица/Картошка [Ашан],226 кКал,"8,7 г","6,7 г","32,6 г"
Косичка Мясо/Картофель [Ашан],233 кКал,"9,3 г","7,7 г","31,6 г"
Косичка с Изюмом [Ашан],393 кКал,"7,9 г","15,1 г","58,5 г"
Котлета Куриная [Ашан],191 кКал,"15,7 г","9,5 г","5,9 г"
Котлета Натуральная из Телятины [Ашан],94 кКал,19 г,2 г,0 г
Котлета Натуральная Телячья [Ашан],81 кКал,18 г,1 г,0 г
Котлета Паровая Индейка [Ашан],194 кКал,"7,5 г","14,1 г","9,2 г"
Котлета Паровая Куриная [Ашан],200 кКал,10 г,18 г,0 г
Котлета по-Киевски [Ашан],243 кКал,"14,8 г","15,8 г","10,5 г"
Котлета Рыбная [Ашан],130 кКал,"13,7 г","5,6 г","6,3 г"
Котлета Свиная Натуральная [Ашан],234 кКал,18 г,18 г,0 г
Котлеты из Индейки [Ашан],208 кКал,10 г,"15,5 г",7 г
Котлеты Индюшиные [Ашан],150 кКал,8 г,5 г,18 г
Котлеты Куриные [Ашан],352 кКал,"19,5 г",25 г,"12,1 г"
Котлеты Куриные Запеченые [Ашан],235 кКал,18 г,"15,4 г",6 г
Котлеты Куриные с Сыром [Ашан],230 кКал,20 г,16 г,1 г
Котлеты Московские Говяжьи [Ашан],194 кКал,8 г,18 г,0 г
Котлеты Московские из Говядины Фермерской [Ашан],170 кКал,13 г,11 г,4 г
Котлеты Мясные [Ашан],158 кКал,11 г,10 г,6 г
Котлеты Паровые [Ашан],194 кКал,"7,5 г","14,1 г","9,2 г"
Котлеты по-Сицилийски [Ашан],260 кКал,11 г,24 г,0 г
Котлеты Рыбные Домашние [Ашан],220 кКал,9 г,"17,9 г","5,9 г"
Котлеты Свекольные [Ашан],156 кКал,"3,9 г","7,6 г","19,4 г"
Котлеты Филейные [Ашан],181 кКал,"18,8 г","11,4 г","0,8 г"
"Кофе Молотый Арабика ""Эфиопия"" [Ашан]",354 кКал,"14,4 г","15,6 г",39 г
Крабовое Мясо [Ашан],120 кКал,3 г,"4,8 г","15,7 г"
Крабовые Палочки [Ашан],81 кКал,"7,5 г",0 г,"12,8 г"
Крабовые Палочки Снежный Краб [Ашан],84 кКал,"9,7 г","0,1 г",11 г
Красная Фасоль [Ашан],85 кКал,6 г,0 г,15 г
Креветки 90/120 [Ашан],80 кКал,17 г,1 г,1 г
Креветки Аргентинские [Ашан],64 кКал,"15,3 г","0,3 г",0 г
Креветки в Панировке [Ашан],113 кКал,"20,9 г","3,5 г","1,7 г"
Креветки Королевские [Ашан],78 кКал,"16,7 г","0,8 г",1 г
Креветки Королевские Неразделанные [Ашан],92 кКал,"20,3 г","1,2 г",0 г
Креветки Очищенные [Ашан],55 кКал,"13,5 г","0,1 г",0 г
Крекер Галета [Ашан],370 кКал,10 г,"5,5 г",69 г
Кремчиз [Ашан],263 кКал,"6,8 г","26,2 г",0 г
Крендельки с Солью [Ашан],322 кКал,10 г,"5,1 г","78,6 г"
Крендельки с Тростниковым Сахаром [Ашан],455 кКал,"6,7 г","19,2 г","64,2 г"
Круассан [Ашан],448 кКал,"6,6 г","25,8 г","46,7 г"
Круассан без Начинки [Ашан],440 кКал,"6,4 г","23,8 г","49,9 г"
Круассан Зерновой [Ашан],294 кКал,"5,6 г","18,2 г","26,9 г"
Круассан Классический [Ашан],472 кКал,"7,1 г","29,4 г",44 г
Круассан Клубничный [Ашан],498 кКал,"7,1 г","29,7 г","44,8 г"
Круассан с Джемом [Ашан],399 кКал,"5,7 г",17 г,"56,6 г"
Круассан с Кремом [Ашан],430 кКал,"6,5 г","25,1 г","44,5 г"
Круассан с Кунжутом [Ашан],472 кКал,"7,1 г","29,4 г",44 г
Круассан с Курицей [Ашан],237 кКал,"13,1 г","15,2 г","15,9 г"
Круассан с Маслом [Ашан],317 кКал,"7,3 г","15,6 г","35,9 г"
Круассан с Семгой [Ашан],238 кКал,"13,9 г","13,7 г","15,1 г"
Круассан с Сыром и Кунжутом [Ашан],360 кКал,5 г,"20,4 г",40 г
Круассан с Шоколадной Начинкой [Ашан],457 кКал,"6,4 г","25,4 г","49,2 г"
Круассан со Сливочным Кремом [Ашан],393 кКал,"7,9 г","15,1 г","58,8 г"
Круассаны [Ашан],345 кКал,"7,9 г","14,3 г",4 г
Круассаны с Джемом [Ашан],368 кКал,"6,8 г","21,2 г",72 г
Круассаны с Сыром [Ашан],410 кКал,"11,3 г","25,2 г","34,6 г"
Круассаны с Шоколадом [Ашан],421 кКал,"8,6 г","24,4 г","40,8 г"
Круассаны со Сгущенкой [Ашан],302 кКал,"6,6 г","17,7 г","50,7 г"
Крупа Овсяная [Ашан],342 кКал,12 г,6 г,60 г
Крупа Овсяная Недробленая [Ашан],342 кКал,12 г,6 г,60 г
Крупа Перловая [Ашан],334 кКал,"10,3 г","1,1 г","70,6 г"
Крылья Куриные [Ашан],149 кКал,"16,5 г","12,6 г",0 г
Кукуруза для Попкорна [Ашан],326 кКал,8 г,"1,5 г",70 г
Кукуруза Жареная Соленая [Ашан],440 кКал,"7,5 г","0,7 г",76 г
Кукуруза Замороженная [Ашан],94 кКал,"2,5 г","1,4 г","17,8 г"
Кукуруза Консервированная [Ашан],79 кКал,"2,1 г","1,4 г","14,5 г"
Кукуруза Сахарная [Ашан],55 кКал,"2,2 г",0 г,"11,2 г"
Кукурузные Галеты Био [Ашан],384 кКал,"6,5 г","0,7 г",87 г
Кукурузные Хлопья [Ашан],318 кКал,"7,9 г","1,1 г","73,7 г"
Кукурузные Шарики со Вкусом Сыра [Ашан],490 кКал,7 г,25 г,55 г
Кукурузный Багет [Ашан],300 кКал,"9,5 г",5 г,53 г
Кулебяка с Мясом и Рисом [Ашан],299 кКал,"14,9 г","11,3 г","34,5 г"
Кулинарный Горький Шоколад [Ашан],610 кКал,"7,7 г",50 г,"32,5 г"
Кулинарный Молочный Шоколад [Ашан],556 кКал,"6,7 г","34,7 г","54,5 г"
Кулич Пасхальный [Ашан],429 кКал,"7,6 г",11 г,"79,6 г"
Кулич Покровский [Ашан],330 кКал,"6,1 г","11,1 г","51,1 г"
Кулич с Изюмом [Ашан],330 кКал,"6,1 г","11,1 г","51,1 г"
Кулич с Изюмом и Помадкой [Ашан],308 кКал,"5,6 г","8,4 г","52,3 г"
Кулич с Цукатами и Помадкой [Ашан],356 кКал,"6,9 г","10,2 г",59 г
Кумкуат в Сахаре [Ашан],55 кКал,1 г,0 г,14 г
Купаты Дачные из Свинины Фермерской [Ашан],330 кКал,10 г,33 г,0 г
Купаты из Говядины [Ашан],248 кКал,17 г,20 г,0 г
Купаты из Говядины Фермерской [Ашан],170 кКал,12 г,13 г,0 г
Купаты из Телятины [Ашан],194 кКал,8 г,18 г,0 г
Купаты Куриные [Ашан],210 кКал,17 г,15 г,2 г
Купаты Московские [Ашан],320 кКал,9 г,31 г,0 г
Кура Гриль [Ашан],132 кКал,21 г,"5,7 г","0,7 г"
Курага [Ашан],230 кКал,5 г,"0,5 г",51 г
Курага 8 Эконом [Ашан],194 кКал,"4,4 г","0,3 г","43,4 г"
Курага Шоколадная [Ашан],137 кКал,1 г,0 г,33 г
Курага Экстра [Ашан],291 кКал,5 г,"0,5 г","63,5 г"
Куриная Грудка Вареная [Ашан],137 кКал,"29,8 г","1,8 г","0,5 г"
Куриная Грудка Гриль [Ашан],158 кКал,"21,5 г","1,3 г",0 г
Куриная Грудка Отварная [Ашан],223 кКал,23 г,9 г,1 г
Куриное Гнездо [Ашан],205 кКал,14 г,"13,3 г","7,6 г"
Куриное Филе [Ашан],140 кКал,21 г,"2,5 г",0 г
Куриные Оладьи [Ашан],228 кКал,"14,6 г","17,1 г","3,9 г"
Куриные Отбивные [Ашан],110 кКал,18 г,3 г,2 г
Куриные Шейки [Ашан],297 кКал,"14,1 г","26,2 г",0 г
Куриный Салат с Ананасами [Ашан],149 кКал,"17,8 г","7,1 г","1,3 г"
Курица [Ашан],190 кКал,16 г,14 г,0 г
Курица в Кисло-Сладком Соусе [Ашан],120 кКал,11 г,3 г,12 г
Курица в Сливочно-Сырном Соусе с Грибами [Ашан],130 кКал,11 г,8 г,"2,5 г"
Курица Гриль в Маринаде [Ашан],223 кКал,23 г,9 г,1 г
Курица-Гриль [Ашан],220 кКал,"18,7 г","16,1 г",0 г
Курник с Курицей [Ашан],289 кКал,"9,5 г","13,9 г","31,5 г"
Куры Гриль [Ашан],228 кКал,30 г,11 г,"0,8 г"
Кускус [Ашан],370 кКал,12 г,"2,5 г",75 г
Кускус Пшеничный [Ашан],350 кКал,13 г,"2,5 г",68 г
Кусочки из Филе Рыбы [Ашан],160 кКал,14 г,2 г,"21,5 г"
Лаваш [Ашан],277 кКал,"9,1 г","1,1 г",56 г
Лаваш Армянский [Ашан],277 кКал,"9,1 г","1,1 г",56 г
Лаваш с Сыром и Чесноком [Ашан],165 кКал,"1,2 г","6,1 г","5,2 г"
Лазанья из Твёрдых Сортов Пшеницы [Ашан],324 кКал,12 г,1 г,67 г
Лазанья по-Болонезски [Ашан],210 кКал,"9,3 г","8,6 г","15,8 г"
Лакомка Сливочная [Ашан],270 кКал,"2,5 г",20 г,"19,5 г"
Лапша Падтай [Ашан],131 кКал,"4,5 г","3,5 г","20,4 г"
Лапша Удон с Курицей [Ашан],180 кКал,"3,7 г","7,9 г","23,4 г"
Лапша Удон с Овощами [Ашан],151 кКал,"3,2 г","7,1 г","18,5 г"
Лемонема [Ашан],77 кКал,17 г,1 г,0 г
Лепешка Ржаная [Ашан],260 кКал,"9,5 г","5,5 г",43 г
Лепешка Ржаная с Клюквой [Ашан],215 кКал,"7,8 г",1 г,45 г
Лепешка с Кунжутом [Ашан],260 кКал,"8,2 г","0,9 г","54,9 г"
Лепешка с Сыром [Ашан],239 кКал,"6,7 г","6,1 г",39 г
Лепешка Сметана с Грибами [Ашан],447 кКал,"14,5 г","18,5 г","54,6 г"
Лепешка Соус Песто/Базилик [Ашан],467 кКал,14 г,"21,7 г","52,7 г"
Лепешка Среднеазиатская [Ашан],300 кКал,"8,4 г","13,5 г","53,5 г"
Лепешка Тандырная [Ашан],319 кКал,11 г,3 г,62 г
Лепешка Томат с Базиликом [Ашан],426 кКал,"12,3 г","20,4 г","47,2 г"
Лещ Холодного Копчения [Ашан],170 кКал,29 г,6 г,0 г
Личи [Ашан],65 кКал,"0,8 г","0,3 г","14,4 г"
Ломтики Лосося [Ашан],147 кКал,21 г,7 г,"0,1 г"
Лопатка Бескостная Телятины [Ашан],90 кКал,19 г,2 г,0 г
Лопатка Говяжья [Ашан],158 кКал,17 г,10 г,0 г
Лопатка Говяжья Бескостная Фермерская [Ашан],170 кКал,16 г,12 г,0 г
Лопатка Свиная Б/К [Ашан],230 кКал,12 г,20 г,0 г
Лопатка Телячья [Ашан],99 кКал,18 г,3 г,0 г
Лосось [Ашан],220 кКал,21 г,15 г,0 г
Лосось в Сыре [Ашан],376 кКал,14 г,"27,2 г",21 г
Лосось Стейк [Ашан],153 кКал,20 г,"8,1 г",0 г
Лосось Филе на Коже [Ашан],148 кКал,22 г,6 г,0 г
Лук [Ашан],41 кКал,"1,4 г",0 г,"10,4 г"
Любимчик с Изюмом [Ашан],335 кКал,"7,8 г","6,8 г","58,9 г"
Любимчик с Маком [Ашан],521 кКал,"8,8 г","29,6 г","54,8 г"
Люля Кебаб Куриный [Ашан],199 кКал,11 г,11 г,"2,5 г"
Люля-Кебаб [Ашан],128 кКал,"18,5 г","3,5 г","5,7 г"
Мадлен Лимон [Ашан],422 кКал,"5,8 г","46,2 г","28,7 г"
Мадлен с Изюмом [Ашан],417 кКал,7 г,"17,3 г","57,9 г"
