Продукт,Калорийность,Белки,Жиры,Углеводы
"Свинина, рёбра с лопаточной части, постное мясо, на кости, жареные на огне",216 кКал,"27,83 г","11,65 г",0 г
"Свинина, рёбра с лопаточной части, постное мясо, на кости, запечённые",227 кКал,"29,2 г","11,38 г",0 г
"Свинина, рёбра с лопаточной части, постное мясо, тушеные",247 кКал,"27,74 г","14,26 г",0 г
"Свинина, рёбра с лопаточной части, только мясо без костей, жареные на огне",216 кКал,"27,83 г","11,65 г",0 г
"Свинина, рёбра с лопаточной части, только мясо, без костей, запечённые",219 кКал,"29,2 г","11,38 г",0 г
"Свинина, рёбра с лопаточной части, тушеные",273 кКал,"26,49 г","17,71 г",0 г
"Свинина, рёбра со спины",224 кКал,"19,07 г","16,33 г",0 г
"Свинина, рёбра со спины, запечённые",292 кКал,"23,01 г","21,51 г",0 г
"Свинина, рёбра со спины, на кости, только мясо",172 кКал,"20,85 г","9,84 г",0 г
"Свинина, рёбра со спины, на кости, только мясо, запечённое",255 кКал,"24,15 г","17,65 г",0 г
"Свинина, рёбра средней части с мясом",186 кКал,"20,28 г","11,04 г",0 г
"Свинина, рёбра средней части с мясом, жареные на огне на огне",222 кКал,"24,42 г","13,04 г",0 г
"Свинина, рёбра средней части с мясом, запечённые",248 кКал,"26,99 г","14,68 г",0 г
"Свинина, рёбра средней части с мясом, постное мясо",136 кКал,"21,79 г","4,8 г",0 г
"Свинина, рёбра средней части с мясом, постное мясо, жареная на огне",186 кКал,"25,79 г","8,36 г",0 г
"Свинина, рёбра средней части с мясом, постное мясо, жаренные на сковороде",211 кКал,"28,84 г","9,73 г",0 г
"Свинина, рёбра средней части с мясом, постное мясо, запечённые",206 кКал,"28,82 г","9,21 г",0 г
"Свинина, рёбра средней части с мясом, постное мясо, тушеное",208 кКал,"29,03 г","9,32 г",0 г
"Свинина, рёбра средней части с мясом, тушеные",261 кКал,"26,66 г","16,28 г",0 г
"Свинина, с добавлением раствора, верхняя часть филе (карбонат, или котлета свиная), жереная на сковороде",190 кКал,"28,35 г","7,66 г",0 г
"Свинина, с добавлением раствора, верхняя часть филе (карбонат, или котлета свиная), постное мясо, жереная на сковороде",169 кКал,"28,95 г",5 г,0 г
"Свинина, с добавлением раствора, отделённый жир",508 кКал,"9,27 г","52,33 г",0 г
"Свинина, с добавлением раствора, отделённый жир, приготовленная",585 кКал,"10,06 г","60,42 г","0,32 г"
"Свинина, с добавлением раствора, филей, средняя часть, мясо с жиром, сырая",114 кКал,"20,16 г","3,14 г",0 г
"Свинина, с добавлением раствора, филей,лопаточно-плечевая часть, мясо с жиром, сырая",169 кКал,"17,19 г","11,12 г","0,16 г"
"Свинина, с добавлением раствора, филей,лопаточно-плечевая часть, мясо с жиром, тушеная",263 кКал,"25,84 г","16,94 г","0,03 г"
"Свинина, с добавлением раствора, филей,лопаточно-плечевая часть,постное мясо, сырая",122 кКал,"18,29 г","5,36 г","0,18 г"
"Свинина, с добавлением раствора, филей,лопаточно-плечевая часть,постное мясо, тушеная",227 кКал,"27,58 г","12,14 г",0 г
"Свинина, с добавлением раствора, филей,средняя часть, мясо с жиром, запечённая",121 кКал,"21,5 г","3,7 г","0,31 г"
"Свинина, с добавлением раствора, филей,средняя часть,постное мясо, запечённая",116 кКал,"21,61 г","3,15 г","0,31 г"
"Свинина, сало",748 кКал,"5,05 г","80,5 г",0 г
"Свинина, свежая, лопатки,передняя нога, отделенное постное мясо, сырая",120 кКал,"20,26 г","3,77 г",0 г
"Свинина, свежая, мясной микс из разных частей тушки и субпродукты, отделенные механически, сырая",304 кКал,"15,03 г","26,54 г",0 г
"Свинина, свежая,приправленная, филей,средняя часть,постное мясо, сырая",106 кКал,"20,39 г","2,09 г",0 г
"Свинина, свежая,разделанная, нарезаная кусками(филей и лопаточная чать), мясо с жиром,сырая",177 кКал,"20,08 г","10,14 г",0 г
"Свинина, средняя часть филе на кости",170 кКал,"20,71 г","9,03 г",0 г
"Свинина, средняя часть филе на кости, жареная на сковороде",238 кКал,"27,63 г","13,32 г",0 г
"Свинина, средняя часть филе на кости, запечённая",231 кКал,"27,01 г","12,8 г",0 г
"Свинина, средняя часть филе на кости, постное мясо",127 кКал,"21,99 г","3,71 г",0 г
"Свинина, средняя часть филе на кости, постное мясо, жареная на огне",180 кКал,"26,76 г","7,29 г",0 г
"Свинина, средняя часть филе на кости, постное мясо, жареная на сковороде",195 кКал,"29,56 г","7,66 г",0 г
"Свинина, средняя часть филе на кости, постное мясо, запечённая",194 кКал,"28,58 г","7,95 г",0 г
"Свинина, средняя часть филе на кости, постное мясо, тушеная",200 кКал,"30,2 г","7,86 г",0 г
"Свинина, средняя часть филе на кости, тушеная",242 кКал,"28,21 г","13,51 г",0 г
"Свинина, ссредняя часть филе на кости, жареная на огне",209 кКал,"25,61 г","11,06 г",0 г
"Свинина, стейк из окорока, без костей, мясо с жиром, жареная на огне",158 кКал,"27,57 г","4,41 г",0 г
"Свинина, стейк из окорока, без костей, мясо с жиром, сырая",123 кКал,"21,64 г","3,39 г",0 г
"Свинина, тазобедренная часть",305 кКал,15 г,"27,2 г",0 г
"Свинина, тушка, мясо вместе с жиром, сырая",376 кКал,"13,91 г","35,07 г",0 г
"Свинина, шейная часть (мякоть)",343 кКал,"13,6 г","31,9 г",0 г
"Свиное сало со спинки, сырое",812 кКал,"2,92 г","88,69 г",0 г
Свиной жир,632 кКал,"9,25 г","65,7 г",0 г
"Свиной жир, отделённый с ветчины",515 кКал,"7,5 г",53 г,"1,87 г"
"Свиной жир, отделённый с ветчины, разогретый",507 кКал,"8,77 г","51,57 г",2 г
"Свиной жир, приготовленный",626 кКал,"7,06 г","66,1 г",0 г
"Свиной жир, топлёный из бекона, приготовленный",898 кКал,"0,07 г","99,5 г",0 г
Свиные ноги (копытца) засоленные,140 кКал,"11,63 г","10,02 г","0,01 г"
Селезенка свиная,100 кКал,"17,86 г","2,59 г",0 г
"Селезенка свиная, тушеная",149 кКал,"28,2 г","3,2 г",0 г
Сердце свиное,118 кКал,"17,27 г","4,36 г","1,33 г"
Сердце свиное,101 кКал,"16,2 г",4 г,"2,6 г"
"Сердце свиное, тушеная",148 кКал,"23,6 г","5,05 г","0,4 г"
Уши свиные,234 кКал,"22,45 г","15,1 г","0,6 г"
Уши свиные,211 кКал,21 г,"14,1 г",0 г
"Уши свиные, вареные на медленном огне",166 кКал,"15,95 г","10,8 г","0,2 г"
"Фарш свиной сосисочный, консервы",244 кКал,"10,6 г","20,4 г","4,3 г"
"Фарш свиной, 21% жира",263 кКал,"16,88 г","21,19 г",0 г
"Фарш свиной, 21% жира, приготовленный",297 кКал,"25,69 г","20,77 г",0 г
"Фарш свиной, 72% мяса / 28% жира, жареный на сковороде",377 кКал,"22,59 г","31,42 г","1,08 г"
"Фарш свиной, 72% мяса / 28% жира, приготовленный",393 кКал,"22,83 г","32,93 г","1,39 г"
"Фарш свиной, 84% мяса / 16% жира",218 кКал,"17,99 г",16 г,"0,44 г"
"Фарш свиной, 84% мяса / 16% жира, жареный на сковороде",301 кКал,"27,14 г","21,39 г",0 г
"Фарш свиной, 84% мяса / 16% жира, приготовленный",289 кКал,"26,69 г","20,04 г","0,58 г"
"Фарш свиной, 96% мяса / 4% жира",121 кКал,"21,1 г",4 г,"0,21 г"
"Фарш свиной, 96% мяса / 4% жира, жареный на сковороде",185 кКал,"31,69 г","6,2 г","0,57 г"
"Фарш свиной, 96% мяса / 4% жира, приготовленный",187 кКал,"30,55 г","7,15 г",0 г
Хвост свиной,378 кКал,"17,75 г","33,5 г",0 г
Хвост свиной мясокостный,422 кКал,"16,8 г","39,4 г",0 г
"Хвост свиной, вареный на медленном огне",396 кКал,17 г,"35,8 г",0 г
"Шницель отбивной из свинины, по 1-416",403 кКал,19 г,"32,2 г","8,8 г"
"Шницель рубленый из свинины, по 1-442",473 кКал,"13,5 г","42,5 г",9 г
"Щековина свиная (щёки, баки)",655 кКал,"6,38 г","69,61 г",0 г
"Эскалоп из свинины, по 1-412",363 кКал,"18,1 г","32,3 г",0 г
Язык свиной,225 кКал,"16,3 г","17,2 г",0 г
Язык свиной,208 кКал,"15,9 г",16 г,"2,1 г"
Язык свиной отварной,"302,2 кКал","26,206 г","21,926 г",0 г
"Язык свиной, тушеный",271 кКал,"24,1 г","18,6 г",0 г
